production_id,product_id,production_date,line_id,qty_produced,shift,machine_id,operator_id,status
PRD-002942,FP-005,2022-08-19,Line-C,13,Morning,MCH-01,OPR-043,Scrapped
PRD-002943,FP-007,2022-01-24,Line-B,4,Night,MCH-10,OPR-059,Scrapped
PRD-002944,FP-007,2023-11-25,Line-D,17,Afternoon,MCH-14,OPR-034,Completed
PRD-002945,FP-006,2024-05-22,Line-A,2,Afternoon,MCH-06,OPR-001,Completed
PRD-002946,FP-003,2024-05-14,Line-B,8,Morning,MCH-07,OPR-040,Partial
PRD-002947,FP-010,2023-08-10,Line-B,27,Night,MCH-07,OPR-046,Partial
PRD-002948,FP-009,2024-04-14,Line-A,15,Morning,MCH-11,OPR-005,Completed
PRD-002949,FP-001,2024-01-28,Line-D,27,Afternoon,MCH-04,OPR-035,Completed
PRD-002950,FP-009,2022-01-25,Line-C,25,Morning,MCH-15,OPR-043,Partial
PRD-002951,FP-004,2023-07-06,Line-C,25,Afternoon,MCH-03,OPR-002,Completed
PRD-002952,FP-010,2024-08-02,Line-B,15,Afternoon,MCH-05,OPR-006,Completed
PRD-002953,FP-007,2024-10-08,Line-C,21,Night,MCH-05,OPR-021,Completed
PRD-002954,FP-010,2022-07-02,Line-D,15,Morning,MCH-09,OPR-038,Scrapped
PRD-002955,FP-009,2022-05-31,Line-D,7,Afternoon,MCH-04,OPR-001,Completed
PRD-002956,FP-004,2024-05-08,Line-B,6,Afternoon,MCH-03,OPR-023,Scrapped
PRD-002957,FP-004,2022-06-25,Line-D,15,Afternoon,MCH-03,OPR-006,Completed
PRD-002958,FP-002,2023-08-03,Line-A,2,Morning,MCH-01,OPR-012,Completed
PRD-002959,FP-007,2022-09-22,Line-B,13,Night,MCH-11,OPR-059,Completed
PRD-002960,FP-009,2024-09-23,Line-A,18,Afternoon,MCH-04,OPR-007,Partial
PRD-002961,FP-001,2022-08-06,Line-D,6,Morning,MCH-04,OPR-046,Partial
PRD-002962,FP-006,2023-05-15,Line-B,26,Afternoon,MCH-11,OPR-058,Completed
PRD-002963,FP-009,2022-09-28,Line-A,2,Night,MCH-03,OPR-001,Partial
PRD-002964,FP-010,2024-09-04,Line-C,6,Morning,MCH-12,OPR-050,Completed
PRD-002965,FP-006,2024-05-29,Line-A,2,Morning,MCH-04,OPR-026,Scrapped
PRD-002966,FP-009,2022-01-10,Line-B,18,Afternoon,MCH-10,OPR-023,Completed
PRD-002967,FP-002,2024-02-15,Line-B,18,Morning,MCH-04,OPR-003,Completed
PRD-002968,FP-001,2023-06-25,Line-B,2,Morning,MCH-03,OPR-001,Partial
PRD-002969,FP-004,2022-09-22,Line-D,25,Morning,MCH-15,OPR-018,Completed
PRD-002970,FP-007,2024-10-28,Line-A,25,Afternoon,MCH-07,OPR-026,Completed
PRD-002971,FP-006,2024-06-30,Line-C,22,Morning,MCH-09,OPR-016,Scrapped
PRD-002972,FP-004,2022-10-19,Line-A,5,Morning,MCH-03,OPR-056,Completed
PRD-002973,FP-006,2022-12-18,Line-B,39,Night,MCH-13,OPR-044,Completed
PRD-002974,FP-009,2024-08-16,Line-C,24,Afternoon,MCH-05,OPR-055,Scrapped
PRD-002975,FP-001,2022-07-19,Line-D,21,Morning,MCH-12,OPR-047,Scrapped
PRD-002976,FP-007,2023-07-11,Line-A,23,Morning,MCH-12,OPR-039,Scrapped
PRD-002977,FP-002,2023-08-01,Line-B,6,Afternoon,MCH-15,OPR-010,Completed
PRD-002978,FP-006,2024-01-20,Line-B,10,Night,MCH-03,OPR-022,Completed
PRD-002979,FP-003,2023-08-27,Line-D,6,Afternoon,MCH-08,OPR-047,Completed
PRD-002980,FP-003,2024-01-31,Line-A,15,Night,MCH-05,OPR-029,Completed
PRD-002981,FP-009,2024-06-12,Line-B,7,Morning,MCH-10,OPR-027,Scrapped
PRD-002982,FP-006,2022-02-27,Line-D,4,Night,MCH-02,OPR-035,Completed
PRD-002983,FP-004,2024-11-12,Line-D,24,Afternoon,MCH-12,OPR-003,Scrapped
PRD-002984,FP-007,2022-08-13,Line-B,23,Morning,MCH-12,OPR-048,Scrapped
PRD-002985,FP-006,2022-03-18,Line-C,28,Afternoon,MCH-05,OPR-030,Completed
PRD-002986,FP-006,2024-11-12,Line-B,21,Afternoon,MCH-15,OPR-020,Completed
PRD-002987,FP-001,2023-09-18,Line-A,28,Night,MCH-01,OPR-057,Scrapped
PRD-002988,FP-002,2024-07-17,Line-A,19,Morning,MCH-03,OPR-022,Scrapped
PRD-002989,FP-010,2022-01-22,Line-D,14,Night,MCH-05,OPR-051,Completed
PRD-002990,FP-009,2024-07-25,Line-D,23,Night,MCH-10,OPR-048,Completed
PRD-002991,FP-002,2024-11-22,Line-C,33,Morning,MCH-14,OPR-019,Completed
PRD-002992,FP-010,2024-12-24,Line-A,10,Afternoon,MCH-11,OPR-048,Completed
PRD-002993,FP-010,2024-05-03,Line-C,9,Morning,MCH-01,OPR-008,Completed
PRD-002994,FP-006,2023-12-09,Line-B,35,Morning,MCH-11,OPR-021,Partial
PRD-002995,FP-008,2022-05-09,Line-C,24,Afternoon,MCH-10,OPR-041,Scrapped
PRD-002996,FP-004,2023-09-12,Line-B,10,Night,MCH-08,OPR-026,Scrapped
PRD-002997,FP-009,2023-06-23,Line-D,4,Morning,MCH-14,OPR-040,Completed
PRD-002998,FP-009,2022-04-14,Line-B,24,Night,MCH-04,OPR-010,Partial
PRD-002999,FP-010,2024-11-19,Line-A,36,Morning,MCH-02,OPR-041,Scrapped
PRD-003000,FP-010,2024-04-01,Line-C,17,Morning,MCH-01,OPR-057,Completed
PRD-003001,FP-001,2023-04-19,Line-B,8,Night,MCH-11,OPR-045,Completed
PRD-003002,FP-003,2024-09-17,Line-C,4,Afternoon,MCH-07,OPR-051,Scrapped
PRD-003003,FP-009,2023-04-15,Line-B,12,Morning,MCH-03,OPR-008,Partial
PRD-003004,FP-004,2022-01-11,Line-C,13,Night,MCH-08,OPR-034,Completed
PRD-003005,FP-002,2022-04-24,Line-C,17,Morning,MCH-06,OPR-045,Completed
PRD-003006,FP-004,2023-08-16,Line-D,2,Afternoon,MCH-05,OPR-037,Completed
PRD-003007,FP-001,2024-01-20,Line-D,17,Morning,MCH-14,OPR-048,Completed
PRD-003008,FP-004,2023-02-24,Line-D,27,Afternoon,MCH-05,OPR-006,Scrapped
PRD-003009,FP-009,2022-10-01,Line-C,25,Night,MCH-09,OPR-002,Partial
PRD-003010,FP-009,2022-05-03,Line-D,6,Afternoon,MCH-01,OPR-032,Completed
PRD-003011,FP-002,2024-05-29,Line-D,23,Morning,MCH-05,OPR-047,Completed
PRD-003012,FP-002,2024-04-19,Line-A,15,Afternoon,MCH-06,OPR-032,Completed
PRD-003013,FP-002,2022-09-08,Line-B,16,Afternoon,MCH-09,OPR-003,Partial
PRD-003014,FP-009,2024-12-03,Line-B,21,Night,MCH-01,OPR-042,Scrapped
PRD-003015,FP-005,2022-12-06,Line-C,18,Night,MCH-14,OPR-006,Completed
PRD-003016,FP-009,2022-08-07,Line-A,12,Morning,MCH-03,OPR-007,Partial
PRD-003017,FP-008,2024-04-19,Line-C,8,Morning,MCH-01,OPR-029,Scrapped
PRD-003018,FP-005,2023-10-10,Line-A,24,Morning,MCH-03,OPR-030,Completed
PRD-003019,FP-001,2023-07-27,Line-A,19,Night,MCH-12,OPR-028,Completed
PRD-003020,FP-010,2024-03-08,Line-B,12,Night,MCH-03,OPR-001,Partial
PRD-003021,FP-001,2024-11-07,Line-B,16,Night,MCH-13,OPR-045,Scrapped
PRD-003022,FP-010,2024-12-14,Line-C,4,Morning,MCH-13,OPR-049,Completed
PRD-003023,FP-004,2023-03-11,Line-B,14,Afternoon,MCH-13,OPR-059,Completed
PRD-003024,FP-001,2023-12-27,Line-A,5,Afternoon,MCH-05,OPR-033,Scrapped
PRD-003025,FP-004,2022-04-04,Line-A,11,Night,MCH-04,OPR-013,Completed
PRD-003026,FP-008,2024-08-28,Line-C,2,Morning,MCH-13,OPR-048,Completed
PRD-003027,FP-009,2022-12-04,Line-D,20,Morning,MCH-06,OPR-056,Scrapped
PRD-003028,FP-005,2023-10-19,Line-B,13,Night,MCH-13,OPR-024,Completed
PRD-003029,FP-001,2023-12-06,Line-B,9,Afternoon,MCH-07,OPR-018,Completed
PRD-003030,FP-010,2023-07-12,Line-C,24,Night,MCH-04,OPR-056,Completed
PRD-003031,FP-004,2022-08-05,Line-A,10,Night,MCH-13,OPR-058,Scrapped
PRD-003032,FP-010,2022-04-12,Line-D,4,Morning,MCH-13,OPR-059,Scrapped
PRD-003033,FP-003,2023-07-19,Line-B,23,Morning,MCH-08,OPR-058,Completed
PRD-003034,FP-007,2022-12-02,Line-D,13,Morning,MCH-10,OPR-050,Completed
PRD-003035,FP-008,2024-08-01,Line-D,25,Night,MCH-01,OPR-027,Partial
PRD-003036,FP-006,2024-06-21,Line-B,28,Morning,MCH-02,OPR-002,Completed
PRD-003037,FP-007,2023-05-27,Line-B,5,Morning,MCH-04,OPR-005,Completed
PRD-003038,FP-005,2022-12-03,Line-B,4,Night,MCH-01,OPR-032,Completed
PRD-003039,FP-001,2024-11-15,Line-D,37,Afternoon,MCH-01,OPR-006,Completed
PRD-003040,FP-003,2023-01-26,Line-A,3,Afternoon,MCH-15,OPR-014,Completed
PRD-003041,FP-010,2024-02-23,Line-C,3,Afternoon,MCH-14,OPR-021,Completed
PRD-003042,FP-003,2023-11-25,Line-B,22,Morning,MCH-11,OPR-029,Completed
PRD-003043,FP-007,2022-07-06,Line-D,2,Night,MCH-07,OPR-027,Scrapped
PRD-003044,FP-010,2023-06-10,Line-D,23,Night,MCH-07,OPR-005,Completed
PRD-003045,FP-010,2023-05-04,Line-B,25,Morning,MCH-11,OPR-009,Completed
PRD-003046,FP-004,2024-07-10,Line-D,4,Night,MCH-15,OPR-060,Scrapped
PRD-003047,FP-007,2024-07-23,Line-B,11,Afternoon,MCH-07,OPR-052,Partial
PRD-003048,FP-001,2022-08-27,Line-C,9,Afternoon,MCH-11,OPR-016,Completed
PRD-003049,FP-007,2024-04-18,Line-B,4,Afternoon,MCH-09,OPR-001,Completed
PRD-003050,FP-010,2024-10-17,Line-C,22,Morning,MCH-04,OPR-039,Completed
PRD-003051,FP-001,2024-08-13,Line-B,30,Night,MCH-13,OPR-027,Completed
PRD-003052,FP-008,2024-03-10,Line-A,18,Afternoon,MCH-07,OPR-046,Partial
PRD-003053,FP-008,2023-06-11,Line-C,5,Afternoon,MCH-02,OPR-017,Scrapped
PRD-003054,FP-002,2023-04-08,Line-B,28,Night,MCH-10,OPR-053,Completed
PRD-003055,FP-002,2024-12-03,Line-B,9,Night,MCH-10,OPR-011,Completed
PRD-003056,FP-002,2022-06-03,Line-B,3,Afternoon,MCH-06,OPR-018,Partial
PRD-003057,FP-003,2022-03-28,Line-D,26,Night,MCH-13,OPR-027,Partial
PRD-003058,FP-003,2024-11-06,Line-C,12,Afternoon,MCH-07,OPR-055,Completed
PRD-003059,FP-005,2022-01-27,Line-B,4,Morning,MCH-04,OPR-045,Completed
PRD-003060,FP-001,2024-08-01,Line-B,29,Morning,MCH-03,OPR-048,Completed
PRD-003061,FP-004,2024-03-18,Line-D,12,Afternoon,MCH-09,OPR-040,Partial
PRD-003062,FP-006,2024-04-24,Line-B,19,Night,MCH-09,OPR-024,Scrapped
PRD-003063,FP-004,2024-05-18,Line-C,3,Afternoon,MCH-03,OPR-011,Partial
PRD-003064,FP-007,2024-08-08,Line-C,19,Morning,MCH-13,OPR-015,Completed
PRD-003065,FP-001,2024-04-04,Line-B,30,Afternoon,MCH-06,OPR-010,Partial
PRD-003066,FP-002,2024-04-16,Line-A,30,Night,MCH-12,OPR-004,Scrapped
PRD-003067,FP-006,2023-12-21,Line-B,33,Morning,MCH-07,OPR-015,Partial
PRD-003068,FP-004,2022-03-07,Line-C,7,Night,MCH-07,OPR-043,Partial
PRD-003069,FP-001,2024-02-24,Line-D,28,Afternoon,MCH-07,OPR-016,Completed
PRD-003070,FP-006,2023-05-10,Line-A,12,Morning,MCH-04,OPR-044,Partial
PRD-003071,FP-010,2024-12-11,Line-A,27,Afternoon,MCH-03,OPR-004,Completed
PRD-003072,FP-010,2023-01-09,Line-C,7,Morning,MCH-01,OPR-024,Partial
PRD-003073,FP-007,2023-02-09,Line-A,27,Morning,MCH-10,OPR-001,Completed
PRD-003074,FP-001,2022-02-14,Line-B,30,Morning,MCH-11,OPR-033,Partial
PRD-003075,FP-005,2023-12-15,Line-C,27,Night,MCH-14,OPR-045,Partial
PRD-003076,FP-005,2022-05-22,Line-B,3,Night,MCH-10,OPR-024,Completed
PRD-003077,FP-002,2024-01-13,Line-C,2,Night,MCH-14,OPR-003,Completed
PRD-003078,FP-007,2023-09-16,Line-C,9,Morning,MCH-05,OPR-043,Scrapped
PRD-003079,FP-005,2024-09-07,Line-C,23,Night,MCH-03,OPR-018,Completed
PRD-003080,FP-005,2024-05-19,Line-A,9,Morning,MCH-09,OPR-010,Completed
PRD-003081,FP-002,2024-06-28,Line-D,14,Afternoon,MCH-06,OPR-010,Partial
PRD-003082,FP-002,2023-08-24,Line-D,9,Afternoon,MCH-01,OPR-014,Partial
PRD-003083,FP-010,2022-09-08,Line-B,13,Night,MCH-12,OPR-035,Scrapped
PRD-003084,FP-003,2023-09-03,Line-A,7,Afternoon,MCH-09,OPR-002,Completed
PRD-003085,FP-001,2024-06-21,Line-A,15,Afternoon,MCH-15,OPR-033,Partial
PRD-003086,FP-005,2023-05-20,Line-D,28,Afternoon,MCH-05,OPR-005,Completed
PRD-003087,FP-001,2023-02-04,Line-C,19,Morning,MCH-14,OPR-030,Completed
PRD-003088,FP-010,2024-08-12,Line-A,6,Night,MCH-11,OPR-004,Partial
PRD-003089,FP-010,2024-10-30,Line-A,40,Afternoon,MCH-14,OPR-011,Completed
PRD-003090,FP-002,2024-09-17,Line-C,15,Morning,MCH-08,OPR-024,Completed
PRD-003091,FP-001,2024-04-23,Line-C,2,Morning,MCH-15,OPR-030,Scrapped
PRD-003092,FP-010,2022-11-28,Line-D,20,Afternoon,MCH-14,OPR-035,Partial
PRD-003093,FP-003,2022-11-08,Line-C,6,Afternoon,MCH-06,OPR-016,Completed
PRD-003094,FP-008,2023-10-14,Line-D,25,Afternoon,MCH-02,OPR-037,Partial
PRD-003095,FP-002,2022-04-01,Line-A,24,Night,MCH-09,OPR-047,Completed
PRD-003096,FP-002,2023-07-16,Line-B,19,Afternoon,MCH-07,OPR-011,Completed
PRD-003097,FP-008,2024-02-24,Line-C,15,Afternoon,MCH-10,OPR-008,Completed
PRD-003098,FP-010,2022-02-02,Line-A,16,Morning,MCH-04,OPR-053,Completed
PRD-003099,FP-005,2022-07-23,Line-B,23,Night,MCH-01,OPR-029,Scrapped
PRD-003100,FP-008,2024-03-16,Line-C,21,Afternoon,MCH-13,OPR-036,Completed
PRD-003101,FP-003,2022-01-16,Line-B,10,Night,MCH-02,OPR-057,Completed
PRD-003102,FP-007,2022-08-28,Line-C,23,Afternoon,MCH-03,OPR-038,Partial
PRD-003103,FP-003,2023-08-07,Line-D,13,Afternoon,MCH-11,OPR-012,Scrapped
PRD-003104,FP-001,2024-04-18,Line-C,2,Afternoon,MCH-02,OPR-032,Partial
PRD-003105,FP-005,2022-01-03,Line-A,8,Morning,MCH-03,OPR-021,Completed
PRD-003106,FP-006,2023-04-14,Line-B,28,Night,MCH-10,OPR-001,Completed
PRD-003107,FP-001,2023-06-01,Line-A,30,Night,MCH-15,OPR-022,Completed
PRD-003108,FP-010,2023-05-08,Line-A,9,Night,MCH-01,OPR-057,Completed
PRD-003109,FP-004,2023-03-13,Line-A,18,Afternoon,MCH-06,OPR-021,Partial
PRD-003110,FP-006,2023-04-10,Line-B,3,Afternoon,MCH-04,OPR-051,Scrapped
PRD-003111,FP-004,2023-03-20,Line-B,13,Morning,MCH-02,OPR-057,Completed
PRD-003112,FP-008,2022-05-20,Line-C,5,Afternoon,MCH-03,OPR-025,Completed
PRD-003113,FP-003,2023-01-13,Line-B,24,Night,MCH-11,OPR-036,Completed
PRD-003114,FP-010,2023-03-22,Line-B,15,Morning,MCH-10,OPR-060,Completed
PRD-003115,FP-010,2024-01-28,Line-D,18,Morning,MCH-05,OPR-026,Completed
PRD-003116,FP-003,2023-09-11,Line-A,10,Afternoon,MCH-08,OPR-035,Completed
PRD-003117,FP-009,2023-12-09,Line-D,13,Morning,MCH-09,OPR-011,Completed
PRD-003118,FP-003,2024-09-29,Line-B,14,Morning,MCH-05,OPR-005,Completed
PRD-003119,FP-010,2023-09-23,Line-D,9,Afternoon,MCH-10,OPR-029,Completed
PRD-003120,FP-007,2023-08-16,Line-B,19,Afternoon,MCH-03,OPR-001,Completed
PRD-003121,FP-006,2022-10-18,Line-C,35,Morning,MCH-15,OPR-007,Partial
PRD-003122,FP-005,2022-11-01,Line-A,13,Night,MCH-03,OPR-040,Completed
PRD-003123,FP-008,2024-08-16,Line-C,13,Afternoon,MCH-06,OPR-050,Partial
PRD-003124,FP-005,2023-07-25,Line-C,26,Morning,MCH-02,OPR-026,Partial
PRD-003125,FP-003,2023-01-16,Line-B,9,Morning,MCH-09,OPR-002,Completed
PRD-003126,FP-003,2024-04-13,Line-C,17,Night,MCH-03,OPR-017,Completed
PRD-003127,FP-010,2024-12-07,Line-C,21,Afternoon,MCH-04,OPR-036,Scrapped
PRD-003128,FP-002,2023-12-03,Line-A,12,Morning,MCH-13,OPR-017,Partial
PRD-003129,FP-004,2024-05-09,Line-C,10,Afternoon,MCH-06,OPR-002,Scrapped
PRD-003130,FP-010,2023-12-08,Line-C,14,Morning,MCH-03,OPR-035,Scrapped
PRD-003131,FP-001,2023-12-26,Line-C,21,Night,MCH-04,OPR-047,Completed
PRD-003132,FP-004,2023-01-09,Line-C,23,Morning,MCH-15,OPR-035,Completed
PRD-003133,FP-001,2024-03-08,Line-C,11,Morning,MCH-01,OPR-055,Partial
PRD-003134,FP-009,2022-06-23,Line-B,12,Morning,MCH-10,OPR-002,Partial
PRD-003135,FP-002,2022-10-04,Line-A,33,Afternoon,MCH-11,OPR-040,Partial
PRD-003136,FP-004,2023-07-03,Line-B,4,Morning,MCH-06,OPR-006,Completed
PRD-003137,FP-004,2024-11-10,Line-D,6,Morning,MCH-12,OPR-021,Completed
PRD-003138,FP-001,2022-12-30,Line-D,40,Morning,MCH-07,OPR-028,Partial
PRD-003139,FP-009,2024-12-08,Line-A,33,Afternoon,MCH-03,OPR-038,Completed
PRD-003140,FP-003,2023-05-19,Line-D,8,Night,MCH-10,OPR-019,Scrapped
PRD-003141,FP-002,2022-02-04,Line-B,5,Afternoon,MCH-13,OPR-033,Partial
PRD-003142,FP-006,2022-05-30,Line-C,27,Afternoon,MCH-14,OPR-056,Completed
PRD-003143,FP-001,2024-12-01,Line-C,5,Night,MCH-02,OPR-047,Partial
PRD-003144,FP-008,2024-04-07,Line-A,9,Afternoon,MCH-09,OPR-011,Completed
PRD-003145,FP-010,2022-07-25,Line-C,27,Night,MCH-14,OPR-006,Scrapped
PRD-003146,FP-009,2022-12-10,Line-B,5,Night,MCH-10,OPR-041,Partial
PRD-003147,FP-001,2022-01-04,Line-C,11,Night,MCH-14,OPR-046,Partial
PRD-003148,FP-002,2022-09-23,Line-A,5,Afternoon,MCH-03,OPR-023,Partial
PRD-003149,FP-007,2022-01-19,Line-A,7,Morning,MCH-05,OPR-021,Completed
PRD-003150,FP-004,2024-03-28,Line-C,21,Night,MCH-03,OPR-019,Partial
PRD-003151,FP-007,2024-09-14,Line-C,12,Afternoon,MCH-12,OPR-016,Completed
PRD-003152,FP-001,2024-10-15,Line-C,21,Afternoon,MCH-10,OPR-057,Scrapped
PRD-003153,FP-003,2023-01-27,Line-A,12,Afternoon,MCH-02,OPR-028,Completed
PRD-003154,FP-007,2022-10-01,Line-A,18,Morning,MCH-01,OPR-019,Completed
PRD-003155,FP-010,2023-06-20,Line-C,23,Morning,MCH-12,OPR-055,Completed
PRD-003156,FP-002,2023-04-10,Line-D,17,Night,MCH-05,OPR-026,Partial
PRD-003157,FP-003,2024-07-13,Line-C,16,Night,MCH-05,OPR-003,Completed
PRD-003158,FP-006,2022-11-29,Line-B,12,Afternoon,MCH-09,OPR-055,Scrapped
PRD-003159,FP-006,2024-09-28,Line-A,18,Afternoon,MCH-05,OPR-022,Scrapped
PRD-003160,FP-003,2022-03-18,Line-C,15,Night,MCH-11,OPR-013,Completed
PRD-003161,FP-006,2022-12-01,Line-B,37,Morning,MCH-01,OPR-059,Completed
PRD-003162,FP-010,2022-06-25,Line-A,24,Afternoon,MCH-11,OPR-037,Completed
PRD-003163,FP-006,2024-03-09,Line-C,29,Night,MCH-08,OPR-047,Scrapped
PRD-003164,FP-010,2024-09-23,Line-A,22,Morning,MCH-03,OPR-054,Scrapped
PRD-003165,FP-002,2023-01-24,Line-C,25,Afternoon,MCH-14,OPR-056,Scrapped
PRD-003166,FP-002,2023-03-08,Line-C,20,Afternoon,MCH-04,OPR-049,Completed
PRD-003167,FP-001,2022-01-27,Line-C,14,Morning,MCH-05,OPR-060,Completed
PRD-003168,FP-008,2024-12-22,Line-D,5,Night,MCH-11,OPR-018,Completed
PRD-003169,FP-007,2022-03-21,Line-D,29,Afternoon,MCH-15,OPR-027,Completed
PRD-003170,FP-001,2022-08-19,Line-A,19,Morning,MCH-07,OPR-051,Partial
PRD-003171,FP-006,2023-06-05,Line-D,18,Night,MCH-02,OPR-023,Completed
PRD-003172,FP-010,2024-09-24,Line-D,12,Afternoon,MCH-09,OPR-013,Completed
PRD-003173,FP-007,2022-05-15,Line-C,2,Morning,MCH-09,OPR-052,Partial
PRD-003174,FP-006,2024-02-05,Line-D,7,Night,MCH-03,OPR-051,Completed
PRD-003175,FP-009,2022-03-16,Line-D,21,Afternoon,MCH-14,OPR-048,Scrapped
PRD-003176,FP-001,2022-03-07,Line-D,11,Night,MCH-09,OPR-058,Completed
PRD-003177,FP-002,2022-04-04,Line-C,30,Afternoon,MCH-04,OPR-020,Partial
PRD-003178,FP-007,2023-10-02,Line-A,12,Night,MCH-15,OPR-001,Scrapped
PRD-003179,FP-006,2023-02-14,Line-D,5,Afternoon,MCH-09,OPR-059,Partial
PRD-003180,FP-007,2023-07-31,Line-D,7,Afternoon,MCH-04,OPR-014,Completed
PRD-003181,FP-006,2024-12-22,Line-C,12,Morning,MCH-04,OPR-009,Partial
PRD-003182,FP-007,2022-07-01,Line-A,17,Morning,MCH-02,OPR-049,Completed
PRD-003183,FP-001,2023-05-04,Line-A,5,Afternoon,MCH-02,OPR-056,Completed
PRD-003184,FP-003,2022-01-12,Line-A,29,Afternoon,MCH-04,OPR-057,Completed
PRD-003185,FP-006,2023-12-29,Line-C,6,Night,MCH-03,OPR-016,Scrapped
PRD-003186,FP-007,2023-05-11,Line-C,16,Night,MCH-10,OPR-028,Scrapped
PRD-003187,FP-001,2022-07-11,Line-A,29,Morning,MCH-07,OPR-037,Partial
PRD-003188,FP-006,2022-03-30,Line-D,3,Morning,MCH-11,OPR-009,Completed
PRD-003189,FP-006,2024-02-01,Line-C,24,Afternoon,MCH-06,OPR-008,Scrapped
PRD-003190,FP-003,2024-09-09,Line-C,11,Night,MCH-01,OPR-016,Scrapped
PRD-003191,FP-004,2023-09-27,Line-C,29,Morning,MCH-08,OPR-033,Completed
PRD-003192,FP-010,2023-11-27,Line-D,6,Morning,MCH-10,OPR-032,Completed
PRD-003193,FP-008,2022-03-30,Line-D,3,Night,MCH-12,OPR-028,Completed
PRD-003194,FP-001,2022-03-27,Line-A,3,Afternoon,MCH-02,OPR-052,Partial
PRD-003195,FP-005,2023-10-17,Line-D,27,Night,MCH-04,OPR-037,Completed
PRD-003196,FP-006,2024-03-24,Line-C,23,Night,MCH-06,OPR-011,Partial
PRD-003197,FP-008,2022-05-03,Line-B,19,Afternoon,MCH-13,OPR-003,Completed
PRD-003198,FP-010,2022-07-24,Line-C,24,Morning,MCH-10,OPR-044,Completed
PRD-003199,FP-001,2024-04-12,Line-D,4,Morning,MCH-02,OPR-037,Completed
PRD-003200,FP-005,2023-01-25,Line-D,2,Morning,MCH-14,OPR-008,Completed
PRD-003201,FP-002,2022-10-09,Line-C,4,Morning,MCH-02,OPR-025,Completed
PRD-003202,FP-001,2023-07-04,Line-B,11,Afternoon,MCH-15,OPR-014,Completed
PRD-003203,FP-005,2024-07-27,Line-D,16,Night,MCH-05,OPR-054,Partial
PRD-003204,FP-001,2023-10-02,Line-D,18,Morning,MCH-04,OPR-034,Scrapped
PRD-003205,FP-004,2023-08-08,Line-B,14,Night,MCH-07,OPR-012,Completed
PRD-003206,FP-010,2023-11-11,Line-C,12,Afternoon,MCH-13,OPR-026,Scrapped
PRD-003207,FP-007,2023-06-17,Line-C,8,Afternoon,MCH-06,OPR-009,Completed
PRD-003208,FP-006,2024-10-23,Line-A,22,Night,MCH-07,OPR-035,Completed
PRD-003209,FP-003,2024-03-24,Line-B,25,Morning,MCH-07,OPR-043,Completed
PRD-003210,FP-003,2024-07-22,Line-A,29,Afternoon,MCH-03,OPR-004,Completed
PRD-003211,FP-008,2023-12-15,Line-A,32,Afternoon,MCH-11,OPR-025,Completed
PRD-003212,FP-005,2023-06-12,Line-A,22,Morning,MCH-11,OPR-014,Partial
PRD-003213,FP-002,2023-08-14,Line-B,27,Morning,MCH-07,OPR-017,Completed
PRD-003214,FP-006,2024-02-27,Line-B,10,Afternoon,MCH-13,OPR-047,Completed
PRD-003215,FP-008,2022-06-27,Line-A,8,Afternoon,MCH-12,OPR-027,Completed
PRD-003216,FP-003,2022-07-15,Line-B,6,Night,MCH-06,OPR-010,Completed
PRD-003217,FP-003,2022-10-13,Line-A,33,Afternoon,MCH-09,OPR-043,Partial
PRD-003218,FP-005,2022-02-12,Line-C,6,Night,MCH-03,OPR-011,Completed
PRD-003219,FP-005,2023-12-21,Line-D,22,Night,MCH-02,OPR-029,Completed
PRD-003220,FP-002,2023-06-28,Line-D,7,Afternoon,MCH-04,OPR-049,Completed
PRD-003221,FP-004,2023-01-08,Line-C,28,Night,MCH-09,OPR-033,Partial
PRD-003222,FP-008,2022-07-30,Line-C,21,Night,MCH-12,OPR-010,Completed
PRD-003223,FP-009,2024-06-11,Line-C,25,Afternoon,MCH-14,OPR-057,Partial
PRD-003224,FP-010,2022-11-30,Line-D,27,Afternoon,MCH-02,OPR-004,Completed
PRD-003225,FP-001,2023-07-01,Line-C,2,Afternoon,MCH-15,OPR-025,Scrapped
PRD-003226,FP-009,2022-10-11,Line-A,32,Afternoon,MCH-08,OPR-037,Scrapped
PRD-003227,FP-007,2023-06-29,Line-D,9,Afternoon,MCH-06,OPR-043,Completed
PRD-003228,FP-006,2022-09-19,Line-C,23,Morning,MCH-04,OPR-044,Completed
PRD-003229,FP-004,2023-02-13,Line-B,6,Afternoon,MCH-01,OPR-019,Completed
PRD-003230,FP-005,2022-11-09,Line-C,33,Night,MCH-04,OPR-041,Partial
PRD-003231,FP-004,2023-02-20,Line-D,12,Night,MCH-01,OPR-052,Scrapped
PRD-003232,FP-002,2024-09-28,Line-D,26,Night,MCH-14,OPR-036,Completed
PRD-003233,FP-001,2023-10-25,Line-B,21,Morning,MCH-08,OPR-026,Completed
PRD-003234,FP-009,2023-04-27,Line-C,17,Afternoon,MCH-11,OPR-023,Scrapped
PRD-003235,FP-005,2023-08-14,Line-D,13,Night,MCH-02,OPR-027,Completed
PRD-003236,FP-001,2023-01-08,Line-C,15,Afternoon,MCH-03,OPR-053,Completed
PRD-003237,FP-002,2024-09-26,Line-B,27,Afternoon,MCH-05,OPR-012,Completed
PRD-003238,FP-010,2024-09-01,Line-D,19,Morning,MCH-09,OPR-056,Completed
