snapshot_date,part_id,warehouse,stock_level,reorder_point,unit_cost,inventory_value,below_reorder
2022-04-16,P0100,WH-Chicago-IL,382,127,127.65,48762.3,False
2022-04-16,P0111,WH-Erie-PA,56,57,679.6,38057.6,True
2022-04-16,P0280,WH-Erie-PA,206,54,751.12,154730.72,False
2022-04-16,P0292,WH-Erie-PA,380,146,484.48,184102.4,False
2022-04-16,P0021,WH-FortWorth-TX,253,173,249.42,63103.26,False
2022-04-16,P0208,WH-FortWorth-TX,275,146,503.45,138448.75,False
2022-04-16,P0024,WH-Chicago-IL,55,69,683.87,37612.85,True
2022-04-16,P0272,WH-Chicago-IL,110,67,810.85,89193.5,False
2022-04-16,P0244,WH-Erie-PA,442,246,611.85,270437.7,False
2022-04-16,P0171,WH-Chicago-IL,630,182,508.89,320600.7,False
2022-04-16,P0090,WH-Seattle-WA,621,245,582.71,361862.91,False
2022-04-16,P0113,WH-Chicago-IL,207,146,235.54,48756.78,False
2022-04-16,P0117,WH-FortWorth-TX,161,100,680.32,109531.52,False
2022-04-16,P0060,WH-Seattle-WA,982,247,65.34,64163.88,False
2022-04-16,P0157,WH-FortWorth-TX,145,199,372.89,54069.05,True
2022-04-16,P0069,WH-Erie-PA,108,142,231.19,24968.52,True
2022-04-16,P0295,WH-FortWorth-TX,418,199,611.46,255590.28,False
2022-04-16,P0028,WH-Seattle-WA,91,141,582.25,52984.75,True
2022-04-16,P0260,WH-Erie-PA,217,62,711.31,154354.27,False
2022-04-16,P0058,WH-Chicago-IL,141,110,666.13,93924.33,False
2022-04-16,P0145,WH-Seattle-WA,153,122,448.83,68670.99,False
2022-04-16,P0207,WH-FortWorth-TX,444,153,780.76,346657.44,False
2022-04-16,P0199,WH-Chicago-IL,406,171,155.16,62994.96,False
2022-04-16,P0167,WH-Seattle-WA,158,77,430.42,68006.36,False
2022-04-16,P0151,WH-Seattle-WA,422,113,312.71,131963.62,False
2022-04-16,P0268,WH-Seattle-WA,264,86,540.39,142662.96,False
2022-04-16,P0045,WH-Seattle-WA,294,176,132.1,38837.4,False
2022-04-23,P0305,WH-Seattle-WA,361,136,522.46,188608.06,False
2022-04-23,P0263,WH-FortWorth-TX,126,63,774.69,97610.94,False
2022-04-23,P0300,WH-Seattle-WA,377,104,694.1,261675.7,False
2022-04-23,P0266,WH-Seattle-WA,607,219,169.21,102710.47,False
2022-04-23,P0173,WH-Erie-PA,553,175,535.84,296319.52,False
2022-04-23,P0236,WH-Chicago-IL,61,198,614.82,37504.02,True
2022-04-23,P0184,WH-FortWorth-TX,213,156,849.27,180894.51,False
2022-04-23,P0193,WH-Seattle-WA,407,112,417.52,169930.64,False
2022-04-23,P0065,WH-Seattle-WA,256,201,226.24,57917.44,False
2022-04-23,P0306,WH-Seattle-WA,104,73,373.45,38838.8,False
2022-04-23,P0075,WH-Erie-PA,141,43,237.24,33450.84,False
2022-04-23,P0247,WH-Erie-PA,158,125,352.21,55649.18,False
2022-04-23,P0072,WH-Erie-PA,50,59,845.95,42297.5,True
2022-04-23,P0063,WH-Erie-PA,202,179,563.15,113756.3,False
2022-04-23,P0036,WH-Seattle-WA,724,224,445.1,322252.4,False
2022-04-23,P0119,WH-Chicago-IL,471,168,222.53,104811.63,False
2022-04-23,P0033,WH-Chicago-IL,72,34,15.51,1116.72,False
2022-04-23,P0134,WH-Chicago-IL,109,40,75.73,8254.57,False
2022-04-23,P0156,WH-Seattle-WA,199,53,449.38,89426.62,False
2022-04-23,P0270,WH-Erie-PA,151,45,420.37,63475.87,False
2022-04-23,P0023,WH-Seattle-WA,231,160,209.1,48302.1,False
2022-04-23,P0138,WH-Seattle-WA,74,71,650.75,48155.5,False
2022-04-23,P0086,WH-Seattle-WA,94,39,635.63,59749.22,False
2022-04-23,P0206,WH-Seattle-WA,311,178,657.56,204501.16,False
2022-04-23,P0141,WH-Chicago-IL,59,92,539.01,31801.59,True
2022-04-23,P0286,WH-Erie-PA,324,87,116.67,37801.08,False
2022-04-23,P0040,WH-Seattle-WA,282,145,345.48,97425.36,False
2022-04-23,P0155,WH-Erie-PA,428,151,506.33,216709.24,False
2022-04-23,P0068,WH-Chicago-IL,447,119,203.64,91027.08,False
2022-04-23,P0051,WH-Chicago-IL,86,49,261.51,22489.86,False
2022-04-23,P0055,WH-Chicago-IL,56,97,350.39,19621.84,True
2022-04-23,P0128,WH-Erie-PA,129,36,127.95,16505.55,False
2022-04-23,P0140,WH-Chicago-IL,373,213,862.98,321891.54,False
2022-04-23,P0257,WH-Seattle-WA,622,195,883.12,549300.64,False
2022-04-23,P0116,WH-Erie-PA,61,70,750.05,45753.05,True
2022-04-23,P0121,WH-Seattle-WA,221,168,71.84,15876.64,False
2022-04-23,P0308,WH-Seattle-WA,449,132,108.69,48801.81,False
2022-04-23,P0142,WH-Seattle-WA,711,183,698.65,496740.15,False
2022-04-23,P0197,WH-Seattle-WA,137,142,501.06,68645.22,True
2022-04-23,P0050,WH-Chicago-IL,180,65,184.56,33220.8,False
2022-04-23,P0037,WH-FortWorth-TX,197,170,126.3,24881.1,False
2022-04-23,P0067,WH-FortWorth-TX,201,55,564.73,113510.73,False
2022-04-23,P0273,WH-Seattle-WA,540,170,258.39,139530.6,False
2022-04-23,P0283,WH-FortWorth-TX,41,103,825.52,33846.32,True
2022-04-23,P0038,WH-Erie-PA,253,84,481.99,121943.47,False
2022-04-23,P0291,WH-Chicago-IL,247,192,369.69,91313.43,False
2022-04-23,P0202,WH-Seattle-WA,250,153,639.29,159822.5,False
2022-04-23,P0160,WH-Chicago-IL,50,60,121.78,6089.0,True
2022-04-23,P0039,WH-Seattle-WA,430,109,660.99,284225.7,False
2022-04-23,P0096,WH-FortWorth-TX,273,201,651.7,177914.1,False
2022-04-23,P0002,WH-Seattle-WA,97,169,666.78,64677.66,True
2022-04-23,P0030,WH-FortWorth-TX,219,57,689.34,150965.46,False
2022-04-23,P0001,WH-Erie-PA,253,92,113.53,28723.09,False
2022-04-23,P0100,WH-Seattle-WA,415,127,127.65,52974.75,False
2022-04-23,P0111,WH-Chicago-IL,191,57,679.6,129803.6,False
2022-04-23,P0280,WH-Chicago-IL,153,54,751.12,114921.36,False
2022-04-23,P0292,WH-FortWorth-TX,550,146,484.48,266464.0,False
2022-04-23,P0021,WH-Erie-PA,347,173,249.42,86548.74,False
2022-04-23,P0208,WH-Chicago-IL,103,146,503.45,51855.35,True
2022-04-23,P0024,WH-FortWorth-TX,178,69,683.87,121728.86,False
2022-04-23,P0272,WH-Erie-PA,153,67,810.85,124060.05,False
2022-04-23,P0244,WH-FortWorth-TX,439,246,611.85,268602.15,False
2022-04-23,P0171,WH-Erie-PA,650,182,508.89,330778.5,False
2022-04-23,P0090,WH-Erie-PA,794,245,582.71,462671.74,False
2022-04-23,P0113,WH-Seattle-WA,502,146,235.54,118241.08,False
2022-04-23,P0117,WH-Seattle-WA,331,100,680.32,225185.92,False
2022-04-23,P0060,WH-Chicago-IL,326,247,65.34,21300.84,False
2022-04-23,P0157,WH-Erie-PA,322,199,372.89,120070.58,False
2022-04-23,P0069,WH-FortWorth-TX,325,142,231.19,75136.75,False
2022-04-23,P0295,WH-Erie-PA,145,199,611.46,88661.7,True
2022-04-23,P0028,WH-Seattle-WA,360,141,582.25,209610.0,False
2022-04-23,P0260,WH-Chicago-IL,64,62,711.31,45523.84,False
2022-04-23,P0058,WH-FortWorth-TX,140,110,666.13,93258.2,False
2022-04-23,P0145,WH-FortWorth-TX,36,122,448.83,16157.88,True
2022-04-23,P0207,WH-Erie-PA,540,153,780.76,421610.4,False
2022-04-23,P0199,WH-Chicago-IL,62,171,155.16,9619.92,True
2022-04-23,P0167,WH-FortWorth-TX,59,77,430.42,25394.78,True
2022-04-23,P0151,WH-Chicago-IL,157,113,312.71,49095.47,False
2022-04-23,P0268,WH-FortWorth-TX,267,86,540.39,144284.13,False
2022-04-23,P0045,WH-Chicago-IL,543,176,132.1,71730.3,False
2022-04-30,P0305,WH-Chicago-IL,143,136,522.46,74711.78,False
2022-04-30,P0263,WH-Seattle-WA,252,63,774.69,195221.88,False
2022-04-30,P0300,WH-Chicago-IL,65,104,694.1,45116.5,True
2022-04-30,P0266,WH-Seattle-WA,153,219,169.21,25889.13,True
2022-04-30,P0173,WH-Erie-PA,15,175,535.84,8037.6,True
2022-04-30,P0236,WH-Seattle-WA,73,198,614.82,44881.86,True
2022-04-30,P0184,WH-FortWorth-TX,82,156,849.27,69640.14,True
2022-04-30,P0193,WH-Chicago-IL,176,112,417.52,73483.52,False
2022-04-30,P0065,WH-Seattle-WA,555,201,226.24,125563.2,False
2022-04-30,P0306,WH-Seattle-WA,259,73,373.45,96723.55,False
2022-04-30,P0075,WH-Chicago-IL,22,43,237.24,5219.28,True
2022-04-30,P0247,WH-Seattle-WA,1,125,352.21,352.21,True
2022-04-30,P0072,WH-Chicago-IL,77,59,845.95,65138.15,False
2022-04-30,P0063,WH-Erie-PA,645,179,563.15,363231.75,False
2022-04-30,P0036,WH-Chicago-IL,372,224,445.1,165577.2,False
2022-04-30,P0119,WH-Chicago-IL,207,168,222.53,46063.71,False
2022-04-30,P0033,WH-Erie-PA,78,34,15.51,1209.78,False
2022-04-30,P0134,WH-FortWorth-TX,15,40,75.73,1135.95,True
2022-04-30,P0156,WH-Chicago-IL,85,53,449.38,38197.3,False
2022-04-30,P0270,WH-Seattle-WA,137,45,420.37,57590.69,False
2022-04-30,P0023,WH-Chicago-IL,129,160,209.1,26973.9,True
2022-04-30,P0138,WH-FortWorth-TX,191,71,650.75,124293.25,False
2022-04-30,P0086,WH-FortWorth-TX,150,39,635.63,95344.5,False
2022-04-30,P0206,WH-FortWorth-TX,430,178,657.56,282750.8,False
2022-04-30,P0141,WH-Erie-PA,205,92,539.01,110497.05,False
2022-04-30,P0286,WH-Chicago-IL,192,87,116.67,22400.64,False
2022-04-30,P0040,WH-Chicago-IL,494,145,345.48,170667.12,False
2022-04-30,P0155,WH-FortWorth-TX,443,151,506.33,224304.19,False
2022-04-30,P0068,WH-Erie-PA,359,119,203.64,73106.76,False
2022-04-30,P0051,WH-Seattle-WA,96,49,261.51,25104.96,False
2022-04-30,P0055,WH-Seattle-WA,214,97,350.39,74983.46,False
2022-04-30,P0128,WH-Seattle-WA,33,36,127.95,4222.35,True
2022-04-30,P0140,WH-FortWorth-TX,36,213,862.98,31067.28,True
2022-04-30,P0257,WH-Seattle-WA,178,195,883.12,157195.36,True
2022-04-30,P0116,WH-Seattle-WA,17,70,750.05,12750.85,True
2022-04-30,P0121,WH-FortWorth-TX,487,168,71.84,34986.08,False
2022-04-30,P0308,WH-FortWorth-TX,244,132,108.69,26520.36,False
2022-04-30,P0142,WH-Erie-PA,551,183,698.65,384956.15,False
2022-04-30,P0197,WH-Chicago-IL,330,142,501.06,165349.8,False
2022-04-30,P0050,WH-FortWorth-TX,48,65,184.56,8858.88,True
2022-04-30,P0037,WH-Chicago-IL,244,170,126.3,30817.2,False
2022-04-30,P0067,WH-FortWorth-TX,70,55,564.73,39531.1,False
2022-04-30,P0273,WH-FortWorth-TX,440,170,258.39,113691.6,False
2022-04-30,P0283,WH-Erie-PA,21,103,825.52,17335.92,True
2022-04-30,P0038,WH-FortWorth-TX,284,84,481.99,136885.16,False
2022-04-30,P0291,WH-FortWorth-TX,525,192,369.69,194087.25,False
2022-04-30,P0202,WH-Erie-PA,339,153,639.29,216719.31,False
2022-04-30,P0160,WH-FortWorth-TX,218,60,121.78,26548.04,False
2022-04-30,P0039,WH-Seattle-WA,5,109,660.99,3304.95,True
2022-04-30,P0096,WH-Erie-PA,325,201,651.7,211802.5,False
2022-04-30,P0002,WH-Chicago-IL,651,169,666.78,434073.78,False
2022-04-30,P0030,WH-Seattle-WA,1,57,689.34,689.34,True
2022-04-30,P0001,WH-Erie-PA,102,92,113.53,11580.06,False
2022-04-30,P0100,WH-Erie-PA,459,127,127.65,58591.35,False
2022-04-30,P0111,WH-Seattle-WA,212,57,679.6,144075.2,False
2022-04-30,P0280,WH-Erie-PA,54,54,751.12,40560.48,False
2022-04-30,P0292,WH-Seattle-WA,266,146,484.48,128871.68,False
2022-04-30,P0021,WH-Chicago-IL,109,173,249.42,27186.78,True
2022-04-30,P0208,WH-FortWorth-TX,551,146,503.45,277400.95,False
2022-04-30,P0024,WH-Seattle-WA,220,69,683.87,150451.4,False
2022-04-30,P0272,WH-Erie-PA,16,67,810.85,12973.6,True
2022-04-30,P0244,WH-Erie-PA,980,246,611.85,599613.0,False
2022-04-30,P0171,WH-FortWorth-TX,30,182,508.89,15266.7,True
2022-04-30,P0090,WH-Seattle-WA,241,245,582.71,140433.11,True
2022-04-30,P0113,WH-Chicago-IL,207,146,235.54,48756.78,False
2022-04-30,P0117,WH-Erie-PA,238,100,680.32,161916.16,False
2022-04-30,P0060,WH-FortWorth-TX,911,247,65.34,59524.74,False
2022-04-30,P0157,WH-Erie-PA,700,199,372.89,261023.0,False
2022-04-30,P0069,WH-FortWorth-TX,95,142,231.19,21963.05,True
2022-04-30,P0295,WH-Erie-PA,560,199,611.46,342417.6,False
2022-04-30,P0028,WH-Chicago-IL,187,141,582.25,108880.75,False
2022-04-30,P0260,WH-FortWorth-TX,98,62,711.31,69708.38,False
2022-04-30,P0058,WH-Chicago-IL,310,110,666.13,206500.3,False
2022-04-30,P0145,WH-Seattle-WA,273,122,448.83,122530.59,False
2022-04-30,P0207,WH-Seattle-WA,213,153,780.76,166301.88,False
2022-04-30,P0199,WH-FortWorth-TX,534,171,155.16,82855.44,False
2022-04-30,P0167,WH-Seattle-WA,117,77,430.42,50359.14,False
2022-04-30,P0151,WH-Erie-PA,267,113,312.71,83493.57,False
2022-04-30,P0268,WH-Erie-PA,343,86,540.39,185353.77,False
2022-04-30,P0045,WH-Erie-PA,394,176,132.1,52047.4,False
2022-05-07,P0305,WH-Seattle-WA,127,136,522.46,66352.42,True
2022-05-07,P0263,WH-Erie-PA,34,63,774.69,26339.46,True
2022-05-07,P0300,WH-Erie-PA,46,104,694.1,31928.6,True
2022-05-07,P0266,WH-Seattle-WA,343,219,169.21,58039.03,False
2022-05-07,P0173,WH-Chicago-IL,496,175,535.84,265776.64,False
2022-05-07,P0236,WH-FortWorth-TX,767,198,614.82,471566.94,False
2022-05-07,P0184,WH-Chicago-IL,40,156,849.27,33970.8,True
2022-05-07,P0193,WH-Chicago-IL,445,112,417.52,185796.4,False
2022-05-07,P0065,WH-Erie-PA,523,201,226.24,118323.52,False
2022-05-07,P0306,WH-Chicago-IL,43,73,373.45,16058.35,True
2022-05-07,P0075,WH-FortWorth-TX,107,43,237.24,25384.68,False
2022-05-07,P0247,WH-Chicago-IL,205,125,352.21,72203.05,False
2022-05-07,P0072,WH-Erie-PA,28,59,845.95,23686.6,True
2022-05-07,P0063,WH-Erie-PA,587,179,563.15,330569.05,False
2022-05-07,P0036,WH-Seattle-WA,407,224,445.1,181155.7,False
2022-05-07,P0119,WH-Erie-PA,481,168,222.53,107036.93,False
2022-05-07,P0033,WH-Erie-PA,72,34,15.51,1116.72,False
2022-05-07,P0134,WH-Seattle-WA,63,40,75.73,4770.99,False
2022-05-07,P0156,WH-Erie-PA,76,53,449.38,34152.88,False
2022-05-07,P0270,WH-FortWorth-TX,96,45,420.37,40355.52,False
2022-05-07,P0023,WH-Seattle-WA,289,160,209.1,60429.9,False
2022-05-07,P0138,WH-FortWorth-TX,6,71,650.75,3904.5,True
2022-05-07,P0086,WH-Seattle-WA,102,39,635.63,64834.26,False
2022-05-07,P0206,WH-Erie-PA,528,178,657.56,347191.68,False
2022-05-07,P0141,WH-FortWorth-TX,0,92,539.01,0.0,True
2022-05-07,P0286,WH-Chicago-IL,34,87,116.67,3966.78,True
2022-05-07,P0040,WH-Seattle-WA,259,145,345.48,89479.32,False
2022-05-07,P0155,WH-Seattle-WA,535,151,506.33,270886.55,False
2022-05-07,P0068,WH-Seattle-WA,177,119,203.64,36044.28,False
2022-05-07,P0051,WH-Erie-PA,119,49,261.51,31119.69,False
2022-05-07,P0055,WH-Chicago-IL,23,97,350.39,8058.97,True
2022-05-07,P0128,WH-FortWorth-TX,33,36,127.95,4222.35,True
2022-05-07,P0140,WH-FortWorth-TX,383,213,862.98,330521.34,False
2022-05-07,P0257,WH-FortWorth-TX,391,195,883.12,345299.92,False
2022-05-07,P0116,WH-Chicago-IL,49,70,750.05,36752.45,True
2022-05-07,P0121,WH-FortWorth-TX,208,168,71.84,14942.72,False
2022-05-07,P0308,WH-Seattle-WA,72,132,108.69,7825.68,True
2022-05-07,P0142,WH-FortWorth-TX,729,183,698.65,509315.85,False
2022-05-07,P0197,WH-Chicago-IL,12,142,501.06,6012.72,True
2022-05-07,P0050,WH-Seattle-WA,182,65,184.56,33589.92,False
2022-05-07,P0037,WH-FortWorth-TX,414,170,126.3,52288.2,False
2022-05-07,P0067,WH-FortWorth-TX,23,55,564.73,12988.79,True
2022-05-07,P0273,WH-FortWorth-TX,195,170,258.39,50386.05,False
2022-05-07,P0283,WH-Seattle-WA,75,103,825.52,61914.0,True
2022-05-07,P0038,WH-Erie-PA,102,84,481.99,49162.98,False
2022-05-07,P0291,WH-Seattle-WA,608,192,369.69,224771.52,False
2022-05-07,P0202,WH-Seattle-WA,337,153,639.29,215440.73,False
2022-05-07,P0160,WH-FortWorth-TX,55,60,121.78,6697.9,True
2022-05-07,P0039,WH-FortWorth-TX,77,109,660.99,50896.23,True
2022-05-07,P0096,WH-Erie-PA,376,201,651.7,245039.2,False
2022-05-07,P0002,WH-Chicago-IL,124,169,666.78,82680.72,True
2022-05-07,P0030,WH-FortWorth-TX,107,57,689.34,73759.38,False
2022-05-07,P0001,WH-Chicago-IL,132,92,113.53,14985.96,False
2022-05-07,P0100,WH-Chicago-IL,253,127,127.65,32295.45,False
2022-05-07,P0111,WH-Seattle-WA,143,57,679.6,97182.8,False
2022-05-07,P0280,WH-Seattle-WA,194,54,751.12,145717.28,False
2022-05-07,P0292,WH-Chicago-IL,91,146,484.48,44087.68,True
2022-05-07,P0021,WH-FortWorth-TX,33,173,249.42,8230.86,True
2022-05-07,P0208,WH-Chicago-IL,34,146,503.45,17117.3,True
2022-05-07,P0024,WH-FortWorth-TX,225,69,683.87,153870.75,False
2022-05-07,P0272,WH-FortWorth-TX,263,67,810.85,213253.55,False
2022-05-07,P0244,WH-Chicago-IL,747,246,611.85,457051.95,False
2022-05-07,P0171,WH-FortWorth-TX,296,182,508.89,150631.44,False
2022-05-07,P0090,WH-Chicago-IL,497,245,582.71,289606.87,False
2022-05-07,P0113,WH-Chicago-IL,84,146,235.54,19785.36,True
2022-05-07,P0117,WH-Seattle-WA,226,100,680.32,153752.32,False
2022-05-07,P0060,WH-Seattle-WA,483,247,65.34,31559.22,False
2022-05-07,P0157,WH-Seattle-WA,644,199,372.89,240141.16,False
2022-05-07,P0069,WH-Chicago-IL,274,142,231.19,63346.06,False
2022-05-07,P0295,WH-Seattle-WA,116,199,611.46,70929.36,True
2022-05-07,P0028,WH-Chicago-IL,154,141,582.25,89666.5,False
2022-05-07,P0260,WH-Seattle-WA,140,62,711.31,99583.4,False
2022-05-07,P0058,WH-Erie-PA,405,110,666.13,269782.65,False
2022-05-07,P0145,WH-Seattle-WA,133,122,448.83,59694.39,False
2022-05-07,P0207,WH-Seattle-WA,303,153,780.76,236570.28,False
2022-05-07,P0199,WH-FortWorth-TX,119,171,155.16,18464.04,True
2022-05-07,P0167,WH-FortWorth-TX,158,77,430.42,68006.36,False
2022-05-07,P0151,WH-Chicago-IL,136,113,312.71,42528.56,False
2022-05-07,P0268,WH-FortWorth-TX,176,86,540.39,95108.64,False
2022-05-07,P0045,WH-Erie-PA,86,176,132.1,11360.6,True
2022-05-14,P0305,WH-FortWorth-TX,354,136,522.46,184950.84,False
2022-05-14,P0263,WH-Seattle-WA,83,63,774.69,64299.27,False
2022-05-14,P0300,WH-Erie-PA,339,104,694.1,235299.9,False
2022-05-14,P0266,WH-Erie-PA,244,219,169.21,41287.24,False
2022-05-14,P0173,WH-Erie-PA,637,175,535.84,341330.08,False
2022-05-14,P0236,WH-FortWorth-TX,419,198,614.82,257609.58,False
2022-05-14,P0184,WH-Erie-PA,160,156,849.27,135883.2,False
2022-05-14,P0193,WH-Chicago-IL,229,112,417.52,95612.08,False
2022-05-14,P0065,WH-Chicago-IL,785,201,226.24,177598.4,False
2022-05-14,P0306,WH-Chicago-IL,146,73,373.45,54523.7,False
2022-05-14,P0075,WH-Erie-PA,33,43,237.24,7828.92,True
2022-05-14,P0247,WH-FortWorth-TX,188,125,352.21,66215.48,False
2022-05-14,P0072,WH-Chicago-IL,169,59,845.95,142965.55,False
2022-05-14,P0063,WH-FortWorth-TX,340,179,563.15,191471.0,False
2022-05-14,P0036,WH-Chicago-IL,261,224,445.1,116171.1,False
2022-05-14,P0119,WH-Chicago-IL,161,168,222.53,35827.33,True
2022-05-14,P0033,WH-FortWorth-TX,102,34,15.51,1582.02,False
2022-05-14,P0134,WH-Chicago-IL,3,40,75.73,227.19,True
2022-05-14,P0156,WH-Seattle-WA,83,53,449.38,37298.54,False
2022-05-14,P0270,WH-Erie-PA,164,45,420.37,68940.68,False
2022-05-14,P0023,WH-FortWorth-TX,25,160,209.1,5227.5,True
2022-05-14,P0138,WH-Seattle-WA,241,71,650.75,156830.75,False
2022-05-14,P0086,WH-FortWorth-TX,105,39,635.63,66741.15,False
2022-05-14,P0206,WH-Chicago-IL,615,178,657.56,404399.4,False
2022-05-14,P0141,WH-Seattle-WA,211,92,539.01,113731.11,False
2022-05-14,P0286,WH-Chicago-IL,50,87,116.67,5833.5,True
2022-05-14,P0040,WH-Chicago-IL,47,145,345.48,16237.56,True
2022-05-14,P0155,WH-Chicago-IL,156,151,506.33,78987.48,False
2022-05-14,P0068,WH-Chicago-IL,150,119,203.64,30546.0,False
2022-05-14,P0051,WH-FortWorth-TX,111,49,261.51,29027.61,False
2022-05-14,P0055,WH-FortWorth-TX,260,97,350.39,91101.4,False
2022-05-14,P0128,WH-FortWorth-TX,122,36,127.95,15609.9,False
2022-05-14,P0140,WH-Erie-PA,533,213,862.98,459968.34,False
2022-05-14,P0257,WH-Chicago-IL,388,195,883.12,342650.56,False
2022-05-14,P0116,WH-Erie-PA,162,70,750.05,121508.1,False
2022-05-14,P0121,WH-FortWorth-TX,141,168,71.84,10129.44,True
2022-05-14,P0308,WH-Chicago-IL,365,132,108.69,39671.85,False
2022-05-14,P0142,WH-Chicago-IL,719,183,698.65,502329.35,False
2022-05-14,P0197,WH-Erie-PA,492,142,501.06,246521.52,False
2022-05-14,P0050,WH-FortWorth-TX,199,65,184.56,36727.44,False
2022-05-14,P0037,WH-Seattle-WA,313,170,126.3,39531.9,False
2022-05-14,P0067,WH-FortWorth-TX,162,55,564.73,91486.26,False
2022-05-14,P0273,WH-Erie-PA,619,170,258.39,159943.41,False
2022-05-14,P0283,WH-FortWorth-TX,276,103,825.52,227843.52,False
2022-05-14,P0038,WH-Erie-PA,311,84,481.99,149898.89,False
2022-05-14,P0291,WH-Erie-PA,601,192,369.69,222183.69,False
2022-05-14,P0202,WH-FortWorth-TX,377,153,639.29,241012.33,False
2022-05-14,P0160,WH-Erie-PA,151,60,121.78,18388.78,False
2022-05-14,P0039,WH-FortWorth-TX,245,109,660.99,161942.55,False
2022-05-14,P0096,WH-Chicago-IL,74,201,651.7,48225.8,True
2022-05-14,P0002,WH-Seattle-WA,211,169,666.78,140690.58,False
2022-05-14,P0030,WH-Erie-PA,83,57,689.34,57215.22,False
2022-05-14,P0001,WH-Chicago-IL,120,92,113.53,13623.6,False
2022-05-14,P0100,WH-Chicago-IL,4,127,127.65,510.6,True
2022-05-14,P0111,WH-Seattle-WA,178,57,679.6,120968.8,False
2022-05-14,P0280,WH-FortWorth-TX,165,54,751.12,123934.8,False
2022-05-14,P0292,WH-Chicago-IL,576,146,484.48,279060.48,False
2022-05-14,P0021,WH-Seattle-WA,128,173,249.42,31925.76,True
2022-05-14,P0208,WH-Chicago-IL,425,146,503.45,213966.25,False
2022-05-14,P0024,WH-Erie-PA,179,69,683.87,122412.73,False
2022-05-14,P0272,WH-FortWorth-TX,233,67,810.85,188928.05,False
2022-05-14,P0244,WH-Chicago-IL,493,246,611.85,301642.05,False
2022-05-14,P0171,WH-Seattle-WA,262,182,508.89,133329.18,False
2022-05-14,P0090,WH-Erie-PA,434,245,582.71,252896.14,False
2022-05-14,P0113,WH-FortWorth-TX,226,146,235.54,53232.04,False
2022-05-14,P0117,WH-Erie-PA,376,100,680.32,255800.32,False
2022-05-14,P0060,WH-Chicago-IL,263,247,65.34,17184.42,False
2022-05-14,P0157,WH-Seattle-WA,404,199,372.89,150647.56,False
2022-05-14,P0069,WH-FortWorth-TX,357,142,231.19,82534.83,False
2022-05-14,P0295,WH-Erie-PA,251,199,611.46,153476.46,False
2022-05-14,P0028,WH-Erie-PA,94,141,582.25,54731.5,True
2022-05-14,P0260,WH-FortWorth-TX,38,62,711.31,27029.78,True
2022-05-14,P0058,WH-Chicago-IL,275,110,666.13,183185.75,False
2022-05-14,P0145,WH-FortWorth-TX,400,122,448.83,179532.0,False
2022-05-14,P0207,WH-Erie-PA,142,153,780.76,110867.92,True
2022-05-14,P0199,WH-Erie-PA,573,171,155.16,88906.68,False
2022-05-14,P0167,WH-Erie-PA,67,77,430.42,28838.14,True
2022-05-14,P0151,WH-Erie-PA,126,113,312.71,39401.46,False
2022-05-14,P0268,WH-FortWorth-TX,181,86,540.39,97810.59,False
2022-05-14,P0045,WH-Seattle-WA,620,176,132.1,81902.0,False
2022-05-21,P0305,WH-Erie-PA,334,136,522.46,174501.64,False
2022-05-21,P0263,WH-Erie-PA,140,63,774.69,108456.6,False
2022-05-21,P0300,WH-Chicago-IL,143,104,694.1,99256.3,False
2022-05-21,P0266,WH-FortWorth-TX,70,219,169.21,11844.7,True
2022-05-21,P0173,WH-Erie-PA,95,175,535.84,50904.8,True
2022-05-21,P0236,WH-Chicago-IL,124,198,614.82,76237.68,True
2022-05-21,P0184,WH-Seattle-WA,90,156,849.27,76434.3,True
2022-05-21,P0193,WH-Erie-PA,234,112,417.52,97699.68,False
2022-05-21,P0065,WH-Chicago-IL,512,201,226.24,115834.88,False
2022-05-21,P0306,WH-Chicago-IL,188,73,373.45,70208.6,False
2022-05-21,P0075,WH-Seattle-WA,3,43,237.24,711.72,True
2022-05-21,P0247,WH-Erie-PA,487,125,352.21,171526.27,False
2022-05-21,P0072,WH-Chicago-IL,198,59,845.95,167498.1,False
2022-05-21,P0063,WH-Seattle-WA,618,179,563.15,348026.7,False
2022-05-21,P0036,WH-Seattle-WA,222,224,445.1,98812.2,True
2022-05-21,P0119,WH-Erie-PA,639,168,222.53,142196.67,False
2022-05-21,P0033,WH-FortWorth-TX,40,34,15.51,620.4,False
2022-05-21,P0134,WH-Erie-PA,19,40,75.73,1438.87,True
2022-05-21,P0156,WH-Erie-PA,212,53,449.38,95268.56,False
2022-05-21,P0270,WH-Seattle-WA,59,45,420.37,24801.83,False
2022-05-21,P0023,WH-Seattle-WA,251,160,209.1,52484.1,False
2022-05-21,P0138,WH-Erie-PA,59,71,650.75,38394.25,True
2022-05-21,P0086,WH-FortWorth-TX,71,39,635.63,45129.73,False
2022-05-21,P0206,WH-Erie-PA,286,178,657.56,188062.16,False
2022-05-21,P0141,WH-Seattle-WA,196,92,539.01,105645.96,False
2022-05-21,P0286,WH-Chicago-IL,249,87,116.67,29050.83,False
2022-05-21,P0040,WH-FortWorth-TX,366,145,345.48,126445.68,False
2022-05-21,P0155,WH-FortWorth-TX,437,151,506.33,221266.21,False
2022-05-21,P0068,WH-FortWorth-TX,326,119,203.64,66386.64,False
2022-05-21,P0051,WH-FortWorth-TX,191,49,261.51,49948.41,False
