order_id,part_id,supplier_id,order_date,qty_ordered,qty_received,unit_cost,total_order_value,status,priority,expected_delivery_days
ORD-000922,P0141,SUP-018,2023-03-15,428,428,539.01,230696.28,Delivered,Low,4
ORD-000923,P0274,SUP-014,2024-10-01,125,125,352.1,44012.5,Delivered,Low,16
ORD-000924,P0127,SUP-011,2024-08-30,158,158,616.04,97334.32,Delivered,Urgent,25
ORD-000925,P0158,SUP-001,2024-01-24,45,42,504.82,22716.9,In Transit,Standard,25
ORD-000926,P0130,SUP-021,2023-05-06,403,403,782.16,315210.48,Delivered,Standard,28
ORD-000927,P0274,SUP-009,2022-09-07,463,4,352.1,163022.3,Pending,Urgent,11
ORD-000928,P0047,SUP-030,2023-09-09,251,251,100.78,25295.78,Delivered,Standard,30
ORD-000929,P0225,SUP-024,2022-11-25,334,329,785.69,262420.46,In Transit,Urgent,28
ORD-000930,P0141,SUP-003,2022-03-11,513,422,539.01,276512.13,Pending,Standard,25
ORD-000931,P0052,SUP-030,2024-05-15,174,66,777.29,135248.46,Cancelled,Low,5
ORD-000932,P0216,SUP-023,2023-12-22,570,334,628.04,357982.8,Cancelled,Urgent,25
ORD-000933,P0027,SUP-024,2022-02-26,198,113,652.84,129262.32,Cancelled,Standard,3
ORD-000934,P0103,SUP-024,2024-03-31,322,322,528.29,170109.38,Delivered,Low,5
ORD-000935,P0081,SUP-009,2022-08-15,538,133,810.55,436075.9,Cancelled,Low,24
ORD-000936,P0164,SUP-018,2024-04-20,499,376,173.81,86731.19,In Transit,Standard,11
ORD-000937,P0304,SUP-030,2022-12-22,345,144,31.59,10898.55,In Transit,Standard,5
ORD-000938,P0189,SUP-007,2024-04-28,412,292,406.37,167424.44,Pending,Standard,3
ORD-000939,P0286,SUP-024,2022-02-17,244,244,116.67,28467.48,Delivered,Urgent,9
ORD-000940,P0087,SUP-002,2023-06-21,420,219,191.62,80480.4,Backordered,Low,11
ORD-000941,P0046,SUP-014,2022-11-02,184,30,230.05,42329.2,Backordered,Standard,25
ORD-000942,P0223,SUP-028,2024-12-12,474,344,346.73,164350.02,In Transit,Urgent,6
ORD-000943,P0105,SUP-008,2023-04-05,282,282,90.04,25391.28,Delivered,Urgent,15
ORD-000944,P0221,SUP-008,2022-09-24,230,72,787.23,181062.9,In Transit,Standard,16
ORD-000945,P0210,SUP-029,2023-01-05,159,159,53.63,8527.17,Delivered,Standard,11
ORD-000946,P0231,SUP-009,2023-04-28,388,350,224.93,87272.84,Backordered,Urgent,5
ORD-000947,P0241,SUP-006,2022-01-22,341,203,823.44,280793.04,Cancelled,Standard,25
ORD-000948,P0217,SUP-027,2024-02-25,272,272,775.52,210941.44,Delivered,Standard,20
ORD-000949,P0027,SUP-013,2022-05-01,250,232,652.84,163210.0,Pending,Standard,22
ORD-000950,P0003,SUP-011,2022-04-04,526,390,388.4,204298.4,Backordered,Standard,15
ORD-000951,P0068,SUP-021,2024-01-30,52,11,203.64,10589.28,Backordered,Standard,8
ORD-000952,P0253,SUP-013,2024-10-28,489,489,855.2,418192.8,Delivered,Standard,13
ORD-000953,P0222,SUP-006,2024-12-22,276,276,40.62,11211.12,Delivered,Standard,4
ORD-000954,P0256,SUP-030,2022-09-19,297,184,342.92,101847.24,Cancelled,Urgent,12
ORD-000955,P0136,SUP-020,2023-06-24,330,84,607.47,200465.1,Pending,Standard,26
ORD-000956,P0078,SUP-021,2024-10-03,460,460,639.52,294179.2,Delivered,Standard,7
ORD-000957,P0118,SUP-007,2022-04-22,46,16,569.67,26204.82,Pending,Standard,25
ORD-000958,P0224,SUP-005,2024-08-14,516,516,618.39,319089.24,Delivered,Urgent,14
ORD-000959,P0235,SUP-019,2024-09-20,125,92,724.71,90588.75,In Transit,Standard,6
ORD-000960,P0048,SUP-008,2023-12-17,300,300,779.5,233850.0,Delivered,Standard,26
ORD-000961,P0140,SUP-022,2024-11-07,227,1,862.98,195896.46,Backordered,Low,27
ORD-000962,P0214,SUP-003,2023-01-05,262,255,419.38,109877.56,In Transit,Standard,13
ORD-000963,P0146,SUP-025,2022-02-23,134,95,748.41,100286.94,Pending,Low,6
ORD-000964,P0079,SUP-001,2023-10-25,93,90,626.55,58269.15,Pending,Urgent,17
ORD-000965,P0305,SUP-025,2023-07-06,15,15,522.46,7836.9,Delivered,Standard,23
ORD-000966,P0167,SUP-027,2024-07-16,592,592,430.42,254808.64,Delivered,Standard,30
ORD-000967,P0145,SUP-013,2022-04-10,66,9,448.83,29622.78,Cancelled,Low,22
ORD-000968,P0048,SUP-015,2024-02-21,271,271,779.5,211244.5,Delivered,Standard,27
ORD-000969,P0046,SUP-001,2024-03-27,223,223,230.05,51301.15,Delivered,Urgent,27
ORD-000970,P0146,SUP-024,2024-04-04,167,167,748.41,124984.47,Delivered,Standard,18
ORD-000971,P0159,SUP-025,2024-06-04,144,144,326.35,46994.4,Delivered,Standard,29
ORD-000972,P0263,SUP-008,2024-01-23,511,397,774.69,395866.59,Pending,Urgent,11
ORD-000973,P0047,SUP-028,2024-05-16,442,188,100.78,44544.76,In Transit,Low,8
ORD-000974,P0219,SUP-003,2024-06-08,51,21,75.55,3853.05,Backordered,Urgent,24
ORD-000975,P0080,SUP-019,2023-04-05,549,537,503.98,276685.02,Cancelled,Standard,12
ORD-000976,P0224,SUP-003,2024-08-16,499,499,618.39,308576.61,Delivered,Standard,7
ORD-000977,P0128,SUP-020,2023-09-08,447,447,127.95,57193.65,Delivered,Low,4
ORD-000978,P0024,SUP-020,2022-06-06,120,54,683.87,82064.4,Backordered,Urgent,6
ORD-000979,P0292,SUP-030,2024-08-09,269,269,484.48,130325.12,Delivered,Standard,21
ORD-000980,P0258,SUP-001,2022-06-17,126,84,367.35,-999.0,Cancelled,Urgent,8
ORD-000981,P0202,SUP-002,2023-01-09,95,90,639.29,60732.55,Pending,Standard,13
ORD-000982,P0231,SUP-023,2024-07-20,281,281,224.93,63205.33,Delivered,Standard,9
ORD-000983,P0041,SUP-027,2023-01-15,275,54,213.86,58811.5,In Transit,Urgent,20
ORD-000984,P0003,SUP-015,2022-02-06,129,129,388.4,50103.6,Delivered,Standard,23
ORD-000985,P0236,SUP-026,2024-09-04,424,336,614.82,260683.68,In Transit,Low,26
ORD-000986,P0156,SUP-023,2024-09-23,379,344,449.38,170315.02,Cancelled,Urgent,28
ORD-000987,P0045,SUP-006,2023-09-12,148,148,132.1,19550.8,Delivered,Standard,6
ORD-000988,P0097,SUP-001,2022-02-02,224,166,396.7,88860.8,Pending,Standard,23
ORD-000989,P0224,SUP-030,2023-05-11,561,561,618.39,346916.79,Delivered,Standard,12
ORD-000990,P0076,SUP-019,2024-08-07,442,442,389.86,172318.12,Delivered,Standard,8
ORD-000991,P0228,SUP-019,2022-11-09,492,492,498.74,245380.08,Delivered,Urgent,21
ORD-000992,P0104,SUP-012,2023-05-12,593,401,612.93,363467.49,In Transit,Standard,13
ORD-000993,P0053,SUP-024,2022-01-17,452,434,872.56,394397.12,Pending,Urgent,26
ORD-000994,P0019,SUP-019,2023-08-19,419,262,201.72,84520.68,Pending,Low,26
ORD-000995,P0119,SUP-026,2024-09-26,72,2,222.53,16022.16,Backordered,Urgent,21
ORD-000996,P0284,SUP-003,2023-10-09,284,213,326.21,92643.64,Cancelled,Urgent,6
ORD-000997,P0178,SUP-018,2024-10-10,456,456,637.14,290535.84,Delivered,Standard,12
ORD-000998,P0241,SUP-014,2023-01-29,458,458,823.44,377135.52,Delivered,Low,10
ORD-000999,P0309,SUP-030,2023-11-26,489,489,365.25,178607.25,Delivered,Standard,26
ORD-001000,P0214,SUP-030,2024-03-10,378,241,419.38,158525.64,In Transit,Standard,22
ORD-001001,P0145,SUP-026,2023-03-01,98,61,448.83,43985.34,Cancelled,Standard,8
ORD-001002,P0081,SUP-023,2023-02-13,513,513,810.55,415812.15,Delivered,Urgent,18
ORD-001003,P0121,SUP-008,2023-09-14,580,580,71.84,41667.2,Delivered,Standard,14
ORD-001004,P0183,SUP-025,2023-06-19,172,172,270.42,46512.24,Delivered,Low,4
ORD-001005,P0173,SUP-016,2022-05-11,126,29,535.84,67515.84,Backordered,Standard,20
ORD-001006,P0250,SUP-011,2023-04-04,358,181,635.45,227491.1,In Transit,Standard,27
ORD-001007,P0078,SUP-026,2023-07-02,537,106,639.52,343422.24,Backordered,Standard,17
ORD-001008,P0057,SUP-005,2024-07-25,114,71,445.7,50809.8,In Transit,Standard,19
ORD-001009,P0086,SUP-024,2022-08-04,130,52,635.63,82631.9,In Transit,Standard,8
ORD-001010,P0227,SUP-028,2023-08-22,528,101,605.15,319519.2,Pending,Standard,23
ORD-001011,P0172,SUP-030,2024-01-15,151,151,701.49,105924.99,Delivered,Standard,17
ORD-001012,P0004,SUP-009,2024-05-01,495,495,547.79,271156.05,Delivered,Standard,19
ORD-001013,P0044,SUP-011,2022-12-17,391,386,470.03,183781.73,Cancelled,Urgent,14
ORD-001014,P0078,SUP-028,2023-05-18,552,233,639.52,353015.04,Pending,Standard,28
ORD-001015,P0212,SUP-016,2024-05-28,479,264,868.87,416188.73,In Transit,Standard,3
ORD-001016,P0075,SUP-028,2024-06-25,20,16,237.24,4744.8,Cancelled,Standard,5
ORD-001017,P0162,SUP-015,2023-11-24,178,15,656.26,116814.28,Pending,Urgent,27
ORD-001018,P0078,SUP-022,2022-03-17,69,66,639.52,44126.88,Cancelled,Standard,16
ORD-001019,P0284,SUP-012,2024-04-03,331,331,326.21,107975.51,Delivered,Standard,29
ORD-001020,P0271,SUP-023,2023-07-27,160,103,392.25,62760.0,Cancelled,Urgent,23
ORD-001021,P0279,SUP-023,2023-02-25,462,176,346.26,159972.12,Cancelled,Urgent,27
ORD-001022,P0155,SUP-003,2023-02-09,47,21,506.33,23797.51,Backordered,Urgent,26
ORD-001023,P0267,SUP-021,2022-09-16,300,300,674.91,202473.0,Delivered,Standard,19
ORD-001024,P0267,SUP-013,2023-10-02,173,173,674.91,116759.43,Delivered,Standard,28
ORD-001025,P0124,SUP-030,2023-06-14,321,216,849.33,272634.93,Cancelled,Low,6
ORD-001026,P0191,SUP-011,2022-05-03,529,529,299.14,158245.06,Delivered,Standard,4
ORD-001027,P0230,SUP-012,2022-09-13,596,5,282.38,168298.48,Cancelled,Urgent,13
ORD-001028,P0298,SUP-022,2023-04-29,556,239,445.67,247792.52,In Transit,Standard,12
ORD-001029,P0294,SUP-025,2023-08-06,153,96,90.19,13799.07,Cancelled,Low,26
ORD-001030,P0054,SUP-013,2023-05-23,538,197,374.68,201577.84,Backordered,Standard,17
ORD-001031,P0076,SUP-026,2022-07-20,445,210,389.86,173487.7,In Transit,Standard,5
ORD-001032,P0218,SUP-006,2022-05-08,497,497,800.38,397788.86,Delivered,Urgent,5
ORD-001033,P0270,SUP-015,2024-01-27,582,404,420.37,244655.34,Backordered,Standard,21
ORD-001034,P0217,SUP-018,2024-10-18,511,426,775.52,396290.72,Cancelled,Standard,7
ORD-001035,P0066,SUP-019,2024-11-01,478,478,294.82,140923.96,Delivered,Low,30
ORD-001036,P0061,SUP-026,2024-12-19,227,121,541.61,122945.47,Pending,Standard,26
ORD-001037,P0287,SUP-014,2022-11-18,131,104,511.45,66999.95,Backordered,Standard,6
ORD-001038,P0293,SUP-012,2024-01-27,51,9,342.5,17467.5,Backordered,Standard,14
ORD-001039,P0192,SUP-012,2023-09-17,311,14,628.9,195587.9,Pending,Standard,7
ORD-001040,P0025,SUP-012,2024-05-13,300,300,715.99,214797.0,Delivered,Standard,29
ORD-001041,P0002,SUP-005,2024-09-28,570,570,666.78,380064.6,Delivered,Standard,30
ORD-001042,P0214,SUP-019,2022-04-02,596,596,419.38,249950.48,Delivered,Low,17
ORD-001043,P0194,SUP-019,2023-11-23,145,35,372.69,54040.05,In Transit,Low,23
ORD-001044,P0231,SUP-025,2024-08-01,469,469,224.93,105492.17,Delivered,Standard,5
ORD-001045,P0199,SUP-009,2024-04-18,414,414,155.16,64236.24,Delivered,Low,4
ORD-001046,P0143,SUP-024,2024-06-26,100,21,707.63,70763.0,In Transit,Standard,21
ORD-001047,P0288,SUP-024,2023-09-25,136,21,583.79,79395.44,Cancelled,Standard,22
ORD-001048,P0292,SUP-020,2022-04-19,203,121,484.48,98349.44,In Transit,Low,3
ORD-001049,P0273,SUP-007,2022-09-04,29,29,258.39,7493.31,Delivered,Standard,10
ORD-001050,P0044,SUP-029,2024-06-28,556,328,470.03,261336.68,Backordered,Urgent,21
ORD-001051,P0252,SUP-001,2022-04-03,358,92,222.8,79762.4,Pending,Urgent,3
ORD-001052,P0163,SUP-015,2024-12-17,273,273,882.75,240990.75,Delivered,Standard,6
ORD-001053,P0147,SUP-006,2022-12-11,197,197,476.75,93919.75,Delivered,Standard,7
ORD-001054,P0209,SUP-025,2023-09-21,183,183,181.96,33298.68,Delivered,Low,13
ORD-001055,P0014,SUP-026,2023-01-07,69,69,342.61,23640.09,Delivered,Urgent,6
ORD-001056,P0073,SUP-016,2023-10-18,341,341,152.57,52026.37,Delivered,Urgent,29
ORD-001057,P0027,SUP-008,2022-09-05,255,121,652.84,166474.2,In Transit,Urgent,19
ORD-001058,P0198,SUP-005,2024-10-30,285,285,122.46,34901.1,Delivered,Standard,17
ORD-001059,P0034,SUP-019,2024-04-13,39,14,792.67,-999.0,Pending,Standard,11
ORD-001060,P0127,SUP-028,2022-07-27,578,128,616.04,356071.12,Cancelled,Standard,21
ORD-001061,P0229,SUP-003,2024-04-13,522,522,580.46,303000.12,Delivered,Standard,14
ORD-001062,P0126,SUP-021,2022-12-11,443,231,209.19,92671.17,Backordered,Standard,3
ORD-001063,P0149,SUP-024,2024-08-09,181,181,300.24,54343.44,Delivered,Standard,18
ORD-001064,P0307,SUP-011,2023-07-14,399,399,751.34,299784.66,Delivered,Standard,21
ORD-001065,P0145,SUP-002,2024-11-11,175,136,448.83,78545.25,Cancelled,Low,5
ORD-001066,P0046,SUP-015,2023-09-08,135,35,230.05,31056.75,In Transit,Low,11
ORD-001067,P0108,SUP-023,2024-06-03,526,325,555.98,292445.48,In Transit,Standard,23
ORD-001068,P0232,SUP-011,2023-06-20,261,164,276.28,72109.08,Cancelled,Standard,9
ORD-001069,P0307,SUP-013,2024-07-30,26,4,751.34,19534.84,Cancelled,Standard,22
ORD-001070,P0003,SUP-001,2024-09-02,187,142,388.4,72630.8,Pending,Urgent,27
ORD-001071,P0276,SUP-003,2024-03-15,89,3,594.42,52903.38,Backordered,Urgent,24
ORD-001072,P0181,SUP-030,2022-09-10,395,307,146.86,58009.7,In Transit,Standard,15
ORD-001073,P0005,SUP-005,2022-12-29,483,483,497.27,240181.41,Delivered,Standard,17
ORD-001074,P0114,SUP-027,2022-01-20,30,8,426.21,12786.3,In Transit,Standard,9
ORD-001075,P0156,SUP-029,2022-07-04,236,236,449.38,106053.68,Delivered,Urgent,14
ORD-001076,P0144,SUP-019,2022-03-17,224,224,76.03,17030.72,Delivered,Standard,29
ORD-001077,P0057,SUP-011,2024-03-22,592,505,445.7,263854.4,Backordered,Standard,20
ORD-001078,P0290,SUP-025,2023-02-01,588,588,315.74,185655.12,Delivered,Standard,21
ORD-001079,P0034,SUP-006,2022-09-20,275,116,792.67,217984.25,Backordered,Low,26
ORD-001080,P0099,SUP-025,2023-07-16,33,16,605.2,19971.6,Cancelled,Low,17
ORD-001081,P0219,SUP-024,2022-01-05,63,41,75.55,4759.65,In Transit,Urgent,30
ORD-001082,P0141,SUP-005,2024-04-13,540,507,539.01,291065.4,Pending,Standard,19
ORD-001083,P0115,SUP-002,2022-03-31,294,272,855.79,251602.26,Pending,Urgent,13
ORD-001084,P0201,SUP-008,2022-01-11,352,352,588.22,207053.44,Delivered,Low,28
ORD-001085,P0116,SUP-026,2022-02-21,443,443,750.05,332272.15,Delivered,Standard,9
ORD-001086,P0169,SUP-012,2022-12-03,74,12,80.56,5961.44,Cancelled,Standard,18
ORD-001087,P0013,SUP-022,2024-06-03,352,128,104.39,36745.28,In Transit,Standard,6
ORD-001088,P0123,SUP-013,2024-08-27,65,42,773.21,50258.65,In Transit,Low,28
ORD-001089,P0038,SUP-028,2023-04-30,459,48,481.99,221233.41,In Transit,Urgent,21
ORD-001090,P0044,SUP-002,2022-09-13,44,20,470.03,20681.32,Pending,Standard,28
ORD-001091,P0032,SUP-029,2022-09-19,462,462,689.82,318696.84,Delivered,Standard,22
ORD-001092,P0034,SUP-005,2024-06-03,67,6,792.67,53108.89,Backordered,Standard,30
ORD-001093,P0206,SUP-005,2024-02-21,430,430,657.56,282750.8,Delivered,Low,28
ORD-001094,P0233,SUP-015,2022-01-22,485,219,22.17,10752.45,In Transit,Low,22
ORD-001095,P0174,SUP-024,2022-07-27,36,33,554.52,19962.72,Pending,Standard,21
ORD-001096,P0056,SUP-005,2023-01-30,22,22,389.36,8565.92,Backordered,Standard,21
ORD-001097,P0294,SUP-006,2023-02-01,531,531,90.19,47890.89,Delivered,Standard,16
ORD-001098,P0228,SUP-007,2024-09-12,258,258,498.74,128674.92,Delivered,Standard,4
ORD-001099,P0160,SUP-022,2022-09-19,456,333,121.78,55531.68,Backordered,Standard,12
ORD-001100,P0076,SUP-019,2022-10-26,326,175,389.86,127094.36,Backordered,Standard,14
ORD-001101,P0266,SUP-022,2022-01-17,158,158,169.21,26735.18,Delivered,Standard,19
ORD-001102,P0217,SUP-014,2022-04-22,210,210,775.52,162859.2,Delivered,Standard,28
ORD-001103,P0175,SUP-008,2022-05-21,497,354,201.76,100274.72,Cancelled,Urgent,22
ORD-001104,P0297,SUP-022,2023-11-10,353,153,320.48,113129.44,Backordered,Urgent,13
ORD-001105,P0054,SUP-018,2022-11-29,53,14,374.68,19858.04,Pending,Standard,23
ORD-001106,P0118,SUP-018,2023-04-02,228,228,569.67,129884.76,Delivered,Urgent,26
ORD-001107,P0193,SUP-008,2023-11-10,419,419,417.52,174940.88,Delivered,Standard,14
ORD-001108,P0038,SUP-014,2022-01-21,40,7,481.99,19279.6,Backordered,Standard,12
ORD-001109,P0100,SUP-024,2024-06-20,378,378,127.65,48251.7,Delivered,Standard,9
ORD-001110,P0146,SUP-007,2023-02-10,234,234,748.41,175127.94,Delivered,Standard,13
ORD-001111,P0092,SUP-008,2023-05-19,32,32,866.84,27738.88,Delivered,Standard,6
ORD-001112,P0071,SUP-015,2022-02-12,123,123,21.92,2696.16,Delivered,Standard,12
ORD-001113,P0123,SUP-014,2024-07-23,391,87,773.21,302325.11,Cancelled,Low,28
ORD-001114,P0034,SUP-005,2024-06-07,157,157,792.67,124449.19,Delivered,Standard,9
ORD-001115,P0194,SUP-026,2024-12-26,393,393,372.69,146467.17,Delivered,Low,16
ORD-001116,P0024,SUP-028,2023-05-16,203,137,683.87,138825.61,In Transit,Standard,28
ORD-001117,P0168,SUP-009,2022-11-01,64,35,847.84,54261.76,Cancelled,Standard,30
ORD-001118,P0300,SUP-019,2024-11-06,224,20,694.1,155478.4,Cancelled,Urgent,28
ORD-001119,P0086,SUP-020,2022-05-13,407,330,635.63,258701.41,In Transit,Low,14
ORD-001120,P0266,SUP-018,2024-10-18,193,193,169.21,32657.53,Delivered,Standard,19
ORD-001121,P0254,SUP-019,2024-09-16,284,205,671.91,190822.44,Backordered,Low,23
ORD-001122,P0107,SUP-009,2022-03-16,217,60,728.81,158151.77,Pending,Urgent,9
ORD-001123,P0218,SUP-015,2023-09-19,595,595,800.38,476226.1,Delivered,Standard,11
ORD-001124,P0069,SUP-028,2022-06-23,96,96,231.19,22194.24,Delivered,Urgent,19
ORD-001125,P0118,SUP-022,2023-12-22,52,32,569.67,29622.84,Pending,Low,13
ORD-001126,P0231,SUP-018,2024-05-22,452,188,224.93,101668.36,Pending,Urgent,13
ORD-001127,P0196,SUP-001,2023-07-14,193,59,566.03,109243.79,Pending,Standard,23
ORD-001128,P0184,SUP-003,2022-06-05,311,256,849.27,264122.97,In Transit,Low,20
ORD-001129,P0142,SUP-009,2022-06-10,110,110,698.65,76851.5,Delivered,Standard,14
ORD-001130,P0280,SUP-008,2022-03-20,351,351,751.12,263643.12,Delivered,Standard,11
ORD-001131,P0141,SUP-008,2023-09-12,151,139,539.01,81390.51,In Transit,Standard,3
ORD-001132,P0145,SUP-030,2023-09-06,364,206,448.83,163374.12,In Transit,Urgent,29
ORD-001133,P0242,SUP-024,2022-01-25,534,152,675.71,360829.14,In Transit,Urgent,10
ORD-001134,P0108,SUP-019,2023-04-10,249,150,555.98,138439.02,Backordered,Low,27
ORD-001135,P0237,SUP-013,2024-08-17,97,97,136.05,13196.85,Delivered,Standard,16
ORD-001136,P0108,SUP-018,2024-05-05,470,285,555.98,261310.6,In Transit,Standard,14
ORD-001137,P0296,SUP-006,2022-10-12,322,4,552.26,177827.72,Cancelled,Urgent,28
ORD-001138,P0174,SUP-009,2023-12-28,439,351,554.52,243434.28,Pending,Urgent,27
ORD-001139,P0167,SUP-022,2023-09-06,33,2,430.42,14203.86,Backordered,Standard,7
ORD-001140,P0291,SUP-024,2023-11-08,597,400,369.69,220704.93,In Transit,Urgent,9
ORD-001141,P0033,SUP-021,2024-03-11,405,405,15.51,6281.55,Delivered,Urgent,6
ORD-001142,P0292,SUP-018,2023-11-05,321,321,484.48,155518.08,Delivered,Standard,6
ORD-001143,P0017,SUP-030,2022-12-30,510,510,624.02,318250.2,Delivered,Standard,9
ORD-001144,P0198,SUP-012,2022-05-23,220,220,122.46,26941.2,Delivered,Standard,24
ORD-001145,P0036,SUP-018,2024-12-09,68,68,445.1,30266.8,Delivered,Low,3
ORD-001146,P0168,SUP-016,2022-12-18,410,410,847.84,347614.4,Delivered,Standard,7
ORD-001147,P0245,SUP-027,2024-05-06,80,26,94.92,7593.6,Pending,Standard,30
ORD-001148,P0159,SUP-016,2023-02-26,496,496,326.35,161869.6,Delivered,Low,21
ORD-001149,P0301,SUP-008,2023-09-28,524,469,455.19,238519.56,Cancelled,Standard,9
ORD-001150,P0074,SUP-018,2022-01-16,75,51,195.18,14638.5,In Transit,Low,28
ORD-001151,P0270,SUP-013,2023-05-21,592,471,420.37,248859.04,Pending,Urgent,21
ORD-001152,P0047,SUP-012,2022-03-22,477,477,100.78,48072.06,Delivered,Standard,15
ORD-001153,P0213,SUP-009,2022-12-25,193,187,103.82,20037.26,Backordered,Urgent,17
ORD-001154,P0094,SUP-026,2024-02-27,592,592,355.9,210692.8,Delivered,Urgent,25
ORD-001155,P0123,SUP-007,2022-03-31,290,275,773.21,224230.9,Cancelled,Standard,24
ORD-001156,P0112,SUP-019,2022-05-17,431,283,726.64,313181.84,In Transit,Standard,14
ORD-001157,P0054,SUP-020,2022-06-06,343,230,374.68,128515.24,Pending,Standard,11
ORD-001158,P0260,SUP-002,2023-03-01,483,483,711.31,343562.73,Delivered,Standard,23
ORD-001159,P0196,SUP-013,2024-08-03,418,99,566.03,236600.54,In Transit,Urgent,4
ORD-001160,P0129,SUP-005,2022-01-22,149,149,514.49,76659.01,Delivered,Urgent,18
ORD-001161,P0035,SUP-003,2024-08-02,571,248,228.17,130285.07,Cancelled,Urgent,7
ORD-001162,P0143,SUP-030,2024-08-22,175,175,707.63,123835.25,Delivered,Standard,22
ORD-001163,P0091,SUP-012,2022-07-25,137,100,846.22,115932.14,Backordered,Standard,5
ORD-001164,P0140,SUP-006,2022-01-23,461,461,862.98,397833.78,Delivered,Standard,9
ORD-001165,P0273,SUP-008,2022-03-12,462,24,258.39,119376.18,Cancelled,Low,23
ORD-001166,P0200,SUP-026,2022-07-30,325,26,213.86,69504.5,Pending,Low,3
ORD-001167,P0194,SUP-028,2022-04-10,216,216,372.69,80501.04,Delivered,Standard,10
ORD-001168,P0047,SUP-001,2023-02-14,441,441,100.78,44443.98,Delivered,Standard,13
ORD-001169,P0033,SUP-009,2023-01-29,108,106,15.51,1675.08,In Transit,Standard,26
ORD-001170,P0023,SUP-016,2022-12-09,534,534,209.1,111659.4,Delivered,Standard,13
ORD-001171,P0107,SUP-021,2023-01-24,414,61,728.81,301727.34,Pending,Standard,9
ORD-001172,P0183,SUP-013,2022-08-05,187,187,270.42,50568.54,Delivered,Urgent,23
ORD-001173,P0007,SUP-015,2023-10-10,227,56,316.12,71759.24,Pending,Standard,24
ORD-001174,P0189,SUP-002,2023-07-25,78,78,406.37,31696.86,Delivered,Urgent,12
ORD-001175,P0053,SUP-026,2024-10-20,559,175,872.56,487761.04,In Transit,Standard,6
ORD-001176,P0199,SUP-025,2023-10-27,146,146,155.16,22653.36,Delivered,Standard,23
ORD-001177,P0247,SUP-003,2023-10-14,353,353,352.21,124330.13,Delivered,Low,21
ORD-001178,P0196,SUP-020,2024-07-08,248,150,566.03,140375.44,Backordered,Standard,10
ORD-001179,P0064,SUP-012,2022-02-13,252,109,294.99,74337.48,Cancelled,Standard,22
ORD-001180,P0031,SUP-006,2022-06-12,393,151,759.88,298632.84,Pending,Standard,7
ORD-001181,P0105,SUP-024,2024-02-09,48,48,90.04,4321.92,Delivered,Low,17
ORD-001182,P0069,SUP-011,2023-11-05,335,20,231.19,77448.65,Cancelled,Low,28
ORD-001183,P0148,SUP-028,2024-04-29,34,34,442.9,15058.6,Delivered,Standard,13
ORD-001184,P0106,SUP-021,2023-05-12,65,31,97.65,6347.25,Cancelled,Standard,22
ORD-001185,P0267,SUP-013,2024-02-21,197,161,674.91,132957.27,Pending,Standard,5
ORD-001186,P0036,SUP-008,2024-10-03,63,18,445.1,28041.3,Cancelled,Standard,7
ORD-001187,P0089,SUP-022,2022-07-07,572,209,367.64,210290.08,In Transit,Standard,19
ORD-001188,P0219,SUP-027,2022-06-10,488,488,75.55,36868.4,Delivered,Standard,26
ORD-001189,P0126,SUP-016,2023-02-09,190,63,209.19,39746.1,Backordered,Standard,12
ORD-001190,P0104,SUP-011,2024-07-07,502,502,612.93,307690.86,Delivered,Standard,15
ORD-001191,P0086,SUP-019,2024-02-13,461,258,635.63,293025.43,Pending,Low,26
ORD-001192,P0080,SUP-030,2024-06-06,503,503,503.98,253501.94,Delivered,Urgent,16
ORD-001193,P0154,SUP-023,2022-06-20,560,560,854.04,478262.4,Delivered,Low,26
ORD-001194,P0132,SUP-015,2022-12-26,484,484,680.53,329376.52,Delivered,Urgent,12
ORD-001195,P0288,SUP-023,2024-02-08,502,502,583.79,293062.58,Delivered,Standard,7
ORD-001196,P0101,SUP-006,2024-08-19,204,204,813.98,166051.92,Delivered,Standard,30
ORD-001197,P0192,SUP-019,2024-10-22,424,202,628.9,266653.6,Pending,Standard,15
ORD-001198,P0158,SUP-024,2024-09-29,82,4,504.82,41395.24,Pending,Standard,15
ORD-001199,P0100,SUP-028,2022-11-29,456,456,127.65,58208.4,Delivered,Standard,19
ORD-001200,P0189,SUP-026,2024-09-27,69,49,406.37,28039.53,Cancelled,Urgent,26
ORD-001201,P0125,SUP-019,2023-05-21,45,23,676.55,30444.75,In Transit,Standard,25
ORD-001202,P0134,SUP-023,2022-10-30,476,75,75.73,36047.48,Cancelled,Standard,10
ORD-001203,P0007,SUP-005,2022-11-27,104,91,316.12,-999.0,Cancelled,Urgent,15
ORD-001204,P0266,SUP-008,2022-06-14,443,443,169.21,74960.03,Delivered,Urgent,11
ORD-001205,P0257,SUP-021,2023-09-11,401,157,883.12,354131.12,Backordered,Urgent,27
ORD-001206,P0056,SUP-024,2022-07-02,596,352,389.36,232058.56,In Transit,Standard,11
ORD-001207,P0204,SUP-026,2023-03-06,325,325,793.2,257790.0,Delivered,Standard,29
ORD-001208,P0001,SUP-005,2024-10-04,81,53,113.53,9195.93,In Transit,Low,16
ORD-001209,P0221,SUP-007,2023-08-14,190,190,787.23,149573.7,Delivered,Standard,25
ORD-001210,P0102,SUP-019,2022-10-03,196,28,752.85,147558.6,Backordered,Urgent,21
ORD-001211,P0096,SUP-008,2023-03-12,70,23,651.7,45619.0,Cancelled,Standard,11
