production_id,product_id,production_date,line_id,qty_produced,shift,machine_id,operator_id,status,year,month,month_name,quarter,day_of_week,week_number
PRD-000572,FP-001,2024-01-14,Line-B,9,Night,MCH-06,OPR-060,Scrapped,2024,1,Jan,1,Sunday,2
PRD-000573,FP-001,2024-04-27,Line-A,27,Afternoon,MCH-10,OPR-037,Partial,2024,4,Apr,2,Saturday,17
PRD-000574,FP-008,2023-05-09,Line-C,27,Night,MCH-12,OPR-004,Scrapped,2023,5,May,2,Tuesday,19
PRD-000575,FP-002,2024-09-15,Line-D,18,Night,MCH-14,OPR-005,Completed,2024,9,Sep,3,Sunday,37
PRD-000576,FP-005,2024-03-09,Line-B,23,Morning,MCH-10,OPR-018,Completed,2024,3,Mar,1,Saturday,10
PRD-000577,FP-010,2022-04-08,Line-A,21,Night,MCH-12,OPR-021,Completed,2022,4,Apr,2,Friday,14
PRD-000578,FP-001,2024-10-02,Line-B,17,Afternoon,MCH-08,OPR-043,Scrapped,2024,10,Oct,4,Wednesday,40
PRD-000579,FP-004,2023-09-14,Line-A,16,Afternoon,MCH-06,OPR-023,Completed,2023,9,Sep,3,Thursday,37
PRD-000580,FP-005,2023-08-09,Line-B,26,Night,MCH-06,OPR-001,Scrapped,2023,8,Aug,3,Wednesday,32
PRD-000581,FP-001,2022-06-10,Line-C,2,Night,MCH-10,OPR-054,Partial,2022,6,Jun,2,Friday,23
PRD-000582,FP-004,2024-10-20,Line-A,5,Night,MCH-04,OPR-025,Completed,2024,10,Oct,4,Sunday,42
PRD-000583,FP-004,2024-01-30,Line-D,14,Night,MCH-15,OPR-004,Completed,2024,1,Jan,1,Tuesday,5
PRD-000584,FP-005,2022-05-11,Line-B,18,Afternoon,MCH-13,OPR-050,Scrapped,2022,5,May,2,Wednesday,19
PRD-000585,FP-005,2024-06-04,Line-C,30,Afternoon,MCH-01,OPR-027,Completed,2024,6,Jun,2,Tuesday,23
PRD-000586,FP-004,2024-07-23,Line-A,15,Night,MCH-06,OPR-026,Partial,2024,7,Jul,3,Tuesday,30
PRD-000587,FP-002,2024-11-15,Line-D,12,Night,MCH-04,OPR-037,Scrapped,2024,11,Nov,4,Friday,46
PRD-000588,FP-005,2022-08-19,Line-B,17,Night,MCH-01,OPR-055,Completed,2022,8,Aug,3,Friday,33
PRD-000589,FP-006,2023-10-05,Line-C,35,Afternoon,MCH-03,OPR-058,Completed,2023,10,Oct,4,Thursday,40
PRD-000590,FP-002,2024-12-22,Line-A,27,Night,MCH-01,OPR-038,Completed,2024,12,Dec,4,Sunday,51
PRD-000591,FP-006,2022-05-24,Line-A,8,Night,MCH-01,OPR-011,Completed,2022,5,May,2,Tuesday,21
PRD-000592,FP-007,2022-06-02,Line-B,6,Night,MCH-10,OPR-007,Scrapped,2022,6,Jun,2,Thursday,22
PRD-000593,FP-009,2023-04-23,Line-A,26,Morning,MCH-14,OPR-004,Completed,2023,4,Apr,2,Sunday,16
PRD-000594,FP-001,2023-02-26,Line-D,8,Afternoon,MCH-04,OPR-047,Completed,2023,2,Feb,1,Sunday,8
PRD-000595,FP-006,2024-04-21,Line-B,23,Night,MCH-14,OPR-039,Completed,2024,4,Apr,2,Sunday,16
PRD-000596,FP-003,2022-07-22,Line-A,11,Morning,MCH-11,OPR-056,Completed,2022,7,Jul,3,Friday,29
PRD-000597,FP-009,2024-10-22,Line-B,27,Morning,MCH-02,OPR-016,Scrapped,2024,10,Oct,4,Tuesday,43
PRD-000598,FP-005,2024-06-09,Line-C,8,Night,MCH-14,OPR-002,Scrapped,2024,6,Jun,2,Sunday,23
PRD-000599,FP-004,2023-04-19,Line-C,5,Night,MCH-12,OPR-050,Scrapped,2023,4,Apr,2,Wednesday,16
PRD-000600,FP-006,2023-12-25,Line-A,21,Afternoon,MCH-02,OPR-036,Partial,2023,12,Dec,4,Monday,52
PRD-000601,FP-004,2022-08-08,Line-A,17,Night,MCH-15,OPR-052,Scrapped,2022,8,Aug,3,Monday,32
PRD-000602,FP-007,2024-11-27,Line-B,40,Morning,MCH-03,OPR-045,Partial,2024,11,Nov,4,Wednesday,48
PRD-000603,FP-001,2023-12-06,Line-C,36,Morning,MCH-04,OPR-046,Partial,2023,12,Dec,4,Wednesday,49
PRD-000604,FP-008,2022-05-06,Line-B,8,Night,MCH-13,OPR-027,Completed,2022,5,May,2,Friday,18
PRD-000605,FP-007,2024-05-26,Line-D,30,Afternoon,MCH-10,OPR-044,Scrapped,2024,5,May,2,Sunday,21
PRD-000606,FP-009,2022-03-03,Line-C,12,Night,MCH-08,OPR-009,Partial,2022,3,Mar,1,Thursday,9
PRD-000607,FP-003,2024-06-05,Line-C,25,Afternoon,MCH-11,OPR-026,Partial,2024,6,Jun,2,Wednesday,23
PRD-000608,FP-001,2024-10-31,Line-B,8,Night,MCH-02,OPR-007,Partial,2024,10,Oct,4,Thursday,44
PRD-000609,FP-007,2022-08-26,Line-C,15,Morning,MCH-01,OPR-032,Completed,2022,8,Aug,3,Friday,34
PRD-000610,FP-009,2024-12-03,Line-C,35,Morning,MCH-13,OPR-046,Completed,2024,12,Dec,4,Tuesday,49
PRD-000611,FP-004,2024-08-09,Line-B,19,Morning,MCH-12,OPR-041,Completed,2024,8,Aug,3,Friday,32
PRD-000612,FP-003,2022-03-11,Line-A,2,Morning,MCH-08,OPR-033,Partial,2022,3,Mar,1,Friday,10
PRD-000613,FP-002,2023-06-24,Line-B,22,Night,MCH-13,OPR-046,Completed,2023,6,Jun,2,Saturday,25
PRD-000614,FP-003,2024-12-27,Line-A,39,Afternoon,MCH-14,OPR-016,Partial,2024,12,Dec,4,Friday,52
PRD-000615,FP-006,2023-06-19,Line-A,4,Afternoon,MCH-04,OPR-059,Scrapped,2023,6,Jun,2,Monday,25
PRD-000616,FP-007,2024-11-24,Line-D,21,Afternoon,MCH-15,OPR-023,Completed,2024,11,Nov,4,Sunday,47
PRD-000617,FP-005,2023-06-08,Line-C,19,Night,MCH-06,OPR-054,Completed,2023,6,Jun,2,Thursday,23
PRD-000618,FP-001,2022-10-12,Line-B,20,Morning,MCH-05,OPR-047,Partial,2022,10,Oct,4,Wednesday,41
PRD-000619,FP-003,2024-07-08,Line-D,14,Morning,MCH-08,OPR-034,Partial,2024,7,Jul,3,Monday,28
PRD-000620,FP-001,2023-08-11,Line-C,18,Night,MCH-01,OPR-023,Partial,2023,8,Aug,3,Friday,32
PRD-000621,FP-002,2024-06-25,Line-D,13,Afternoon,MCH-12,OPR-041,Partial,2024,6,Jun,2,Tuesday,26
PRD-000622,FP-005,2024-01-22,Line-A,5,Night,MCH-09,OPR-030,Completed,2024,1,Jan,1,Monday,4
PRD-000623,FP-007,2022-04-19,Line-A,2,Night,MCH-10,OPR-042,Completed,2022,4,Apr,2,Tuesday,16
PRD-000624,FP-004,2024-04-23,Line-B,12,Night,MCH-03,OPR-057,Completed,2024,4,Apr,2,Tuesday,17
PRD-000625,FP-003,2024-02-07,Line-C,13,Night,MCH-11,OPR-058,Completed,2024,2,Feb,1,Wednesday,6
PRD-000626,FP-009,2023-03-03,Line-B,16,Afternoon,MCH-07,OPR-026,Completed,2023,3,Mar,1,Friday,9
PRD-000627,FP-008,2024-02-03,Line-C,9,Night,MCH-15,OPR-018,Completed,2024,2,Feb,1,Saturday,5
PRD-000628,FP-001,2023-04-30,Line-A,26,Night,MCH-02,OPR-015,Partial,2023,4,Apr,2,Sunday,17
PRD-000629,FP-004,2023-03-15,Line-A,29,Afternoon,MCH-08,OPR-038,Completed,2023,3,Mar,1,Wednesday,11
PRD-000630,FP-008,2024-08-03,Line-A,22,Afternoon,MCH-07,OPR-036,Completed,2024,8,Aug,3,Saturday,31
PRD-000631,FP-007,2024-03-05,Line-C,14,Afternoon,MCH-06,OPR-008,Scrapped,2024,3,Mar,1,Tuesday,10
PRD-000632,FP-003,2022-12-03,Line-A,9,Afternoon,MCH-08,OPR-020,Scrapped,2022,12,Dec,4,Saturday,48
PRD-000633,FP-009,2022-09-17,Line-B,14,Night,MCH-15,OPR-041,Scrapped,2022,9,Sep,3,Saturday,37
PRD-000634,FP-006,2023-04-02,Line-B,19,Night,MCH-11,OPR-007,Completed,2023,4,Apr,2,Sunday,13
PRD-000635,FP-008,2024-11-15,Line-B,8,Morning,MCH-05,OPR-036,Completed,2024,11,Nov,4,Friday,46
PRD-000636,FP-008,2022-06-15,Line-A,4,Night,MCH-08,OPR-045,Completed,2022,6,Jun,2,Wednesday,24
PRD-000637,FP-007,2023-04-29,Line-C,25,Afternoon,MCH-03,OPR-004,Scrapped,2023,4,Apr,2,Saturday,17
PRD-000638,FP-006,2024-04-10,Line-A,28,Night,MCH-07,OPR-030,Scrapped,2024,4,Apr,2,Wednesday,15
PRD-000639,FP-008,2023-11-25,Line-A,29,Night,MCH-09,OPR-004,Completed,2023,11,Nov,4,Saturday,47
PRD-000640,FP-006,2022-03-14,Line-D,29,Morning,MCH-06,OPR-055,Scrapped,2022,3,Mar,1,Monday,11
PRD-000641,FP-001,2022-03-15,Line-D,29,Night,MCH-05,OPR-029,Completed,2022,3,Mar,1,Tuesday,11
PRD-000642,FP-001,2023-12-04,Line-C,17,Afternoon,MCH-02,OPR-004,Partial,2023,12,Dec,4,Monday,49
PRD-000643,FP-004,2022-03-11,Line-C,13,Night,MCH-03,OPR-005,Partial,2022,3,Mar,1,Friday,10
PRD-000644,FP-002,2024-10-05,Line-D,35,Afternoon,MCH-14,OPR-024,Scrapped,2024,10,Oct,4,Saturday,40
PRD-000645,FP-007,2024-07-23,Line-C,2,Night,MCH-12,OPR-056,Partial,2024,7,Jul,3,Tuesday,30
PRD-000646,FP-007,2022-11-13,Line-B,14,Morning,MCH-02,OPR-020,Completed,2022,11,Nov,4,Sunday,45
PRD-000647,FP-006,2022-11-30,Line-C,32,Morning,MCH-11,OPR-011,Completed,2022,11,Nov,4,Wednesday,48
PRD-000648,FP-005,2022-02-11,Line-D,28,Morning,MCH-05,OPR-025,Completed,2022,2,Feb,1,Friday,6
PRD-000649,FP-007,2023-02-14,Line-D,16,Afternoon,MCH-14,OPR-049,Completed,2023,2,Feb,1,Tuesday,7
PRD-000650,FP-004,2023-12-21,Line-B,14,Night,MCH-11,OPR-002,Completed,2023,12,Dec,4,Thursday,51
PRD-000651,FP-008,2023-01-02,Line-C,5,Afternoon,MCH-07,OPR-043,Completed,2023,1,Jan,1,Monday,1
PRD-000652,FP-006,2024-09-18,Line-A,19,Night,MCH-02,OPR-002,Completed,2024,9,Sep,3,Wednesday,38
PRD-000653,FP-002,2024-09-30,Line-B,25,Afternoon,MCH-05,OPR-055,Completed,2024,9,Sep,3,Monday,40
PRD-000654,FP-004,2024-04-10,Line-A,24,Morning,MCH-08,OPR-004,Partial,2024,4,Apr,2,Wednesday,15
PRD-000655,FP-007,2023-10-30,Line-A,21,Morning,MCH-02,OPR-025,Scrapped,2023,10,Oct,4,Monday,44
PRD-000656,FP-001,2024-08-27,Line-B,27,Afternoon,MCH-01,OPR-028,Completed,2024,8,Aug,3,Tuesday,35
PRD-000657,FP-010,2022-08-18,Line-D,5,Afternoon,MCH-08,OPR-054,Partial,2022,8,Aug,3,Thursday,33
PRD-000658,FP-001,2024-10-22,Line-C,2,Morning,MCH-11,OPR-008,Completed,2024,10,Oct,4,Tuesday,43
PRD-000659,FP-005,2023-07-27,Line-C,21,Afternoon,MCH-02,OPR-049,Partial,2023,7,Jul,3,Thursday,30
PRD-000660,FP-003,2022-12-17,Line-A,25,Afternoon,MCH-06,OPR-037,Partial,2022,12,Dec,4,Saturday,50
PRD-000661,FP-006,2022-04-17,Line-B,11,Night,MCH-14,OPR-031,Partial,2022,4,Apr,2,Sunday,15
PRD-000662,FP-005,2022-05-02,Line-C,12,Morning,MCH-10,OPR-025,Completed,2022,5,May,2,Monday,18
PRD-000663,FP-004,2022-10-08,Line-B,39,Afternoon,MCH-09,OPR-042,Completed,2022,10,Oct,4,Saturday,40
PRD-000664,FP-005,2023-05-20,Line-D,18,Afternoon,MCH-09,OPR-024,Completed,2023,5,May,2,Saturday,20
PRD-000665,FP-002,2023-06-23,Line-B,13,Afternoon,MCH-14,OPR-036,Completed,2023,6,Jun,2,Friday,25
PRD-000666,FP-001,2024-05-16,Line-A,11,Night,MCH-09,OPR-018,Scrapped,2024,5,May,2,Thursday,20
PRD-000667,FP-009,2023-05-04,Line-B,28,Morning,MCH-12,OPR-026,Completed,2023,5,May,2,Thursday,18
PRD-000668,FP-007,2024-07-01,Line-C,3,Night,MCH-13,OPR-013,Completed,2024,7,Jul,3,Monday,27
PRD-000669,FP-001,2024-02-03,Line-B,18,Morning,MCH-12,OPR-042,Completed,2024,2,Feb,1,Saturday,5
PRD-000670,FP-005,2022-10-10,Line-B,17,Night,MCH-07,OPR-022,Completed,2022,10,Oct,4,Monday,41
PRD-000671,FP-005,2023-06-15,Line-B,27,Morning,MCH-15,OPR-054,Completed,2023,6,Jun,2,Thursday,24
PRD-000672,FP-008,2024-04-03,Line-D,3,Night,MCH-03,OPR-020,Partial,2024,4,Apr,2,Wednesday,14
PRD-000673,FP-002,2023-10-23,Line-D,13,Afternoon,MCH-12,OPR-014,Scrapped,2023,10,Oct,4,Monday,43
PRD-000674,FP-007,2023-11-26,Line-D,25,Afternoon,MCH-10,OPR-047,Completed,2023,11,Nov,4,Sunday,47
PRD-000675,FP-009,2023-06-09,Line-B,14,Afternoon,MCH-07,OPR-046,Completed,2023,6,Jun,2,Friday,23
PRD-000676,FP-001,2023-04-12,Line-A,27,Afternoon,MCH-14,OPR-012,Completed,2023,4,Apr,2,Wednesday,15
PRD-000677,FP-002,2023-11-08,Line-B,31,Morning,MCH-07,OPR-042,Completed,2023,11,Nov,4,Wednesday,45
PRD-000678,FP-005,2024-07-22,Line-C,20,Afternoon,MCH-09,OPR-011,Completed,2024,7,Jul,3,Monday,30
PRD-000679,FP-008,2022-12-12,Line-A,35,Morning,MCH-04,OPR-017,Completed,2022,12,Dec,4,Monday,50
PRD-000680,FP-004,2024-05-18,Line-B,4,Afternoon,MCH-03,OPR-004,Scrapped,2024,5,May,2,Saturday,20
PRD-000681,FP-009,2022-12-10,Line-D,33,Morning,MCH-06,OPR-017,Scrapped,2022,12,Dec,4,Saturday,49
PRD-000682,FP-003,2024-08-11,Line-B,7,Afternoon,MCH-14,OPR-030,Partial,2024,8,Aug,3,Sunday,32
PRD-000683,FP-007,2022-11-19,Line-C,10,Night,MCH-03,OPR-051,Partial,2022,11,Nov,4,Saturday,46
PRD-000684,FP-007,2024-09-22,Line-C,30,Night,MCH-13,OPR-002,Completed,2024,9,Sep,3,Sunday,38
PRD-000685,FP-010,2024-05-30,Line-C,28,Night,MCH-10,OPR-024,Partial,2024,5,May,2,Thursday,22
PRD-000686,FP-005,2022-07-29,Line-B,14,Night,MCH-05,OPR-044,Scrapped,2022,7,Jul,3,Friday,30
PRD-000687,FP-001,2023-03-24,Line-D,21,Afternoon,MCH-15,OPR-029,Scrapped,2023,3,Mar,1,Friday,12
PRD-000688,FP-007,2022-01-14,Line-A,8,Afternoon,MCH-09,OPR-039,Partial,2022,1,Jan,1,Friday,2
PRD-000689,FP-004,2024-12-16,Line-C,32,Afternoon,MCH-04,OPR-037,Completed,2024,12,Dec,4,Monday,51
PRD-000690,FP-003,2023-08-25,Line-A,20,Night,MCH-04,OPR-034,Partial,2023,8,Aug,3,Friday,34
PRD-000691,FP-002,2023-09-02,Line-D,5,Afternoon,MCH-07,OPR-002,Scrapped,2023,9,Sep,3,Saturday,35
PRD-000692,FP-006,2022-03-31,Line-A,26,Morning,MCH-05,OPR-038,Completed,2022,3,Mar,1,Thursday,13
PRD-000693,FP-002,2023-03-27,Line-D,7,Afternoon,MCH-07,OPR-050,Completed,2023,3,Mar,1,Monday,13
PRD-000694,FP-010,2022-12-03,Line-C,22,Night,MCH-05,OPR-016,Partial,2022,12,Dec,4,Saturday,48
PRD-000695,FP-001,2022-09-28,Line-D,9,Night,MCH-13,OPR-014,Completed,2022,9,Sep,3,Wednesday,39
PRD-000696,FP-006,2024-05-23,Line-C,26,Night,MCH-15,OPR-010,Completed,2024,5,May,2,Thursday,21
PRD-000697,FP-010,2023-07-25,Line-A,30,Afternoon,MCH-01,OPR-038,Partial,2023,7,Jul,3,Tuesday,30
PRD-000698,FP-001,2022-05-05,Line-B,29,Afternoon,MCH-11,OPR-023,Completed,2022,5,May,2,Thursday,18
PRD-000699,FP-002,2022-10-24,Line-B,9,Morning,MCH-09,OPR-053,Completed,2022,10,Oct,4,Monday,43
PRD-000700,FP-010,2022-07-06,Line-A,15,Morning,MCH-14,OPR-046,Partial,2022,7,Jul,3,Wednesday,27
PRD-000701,FP-006,2024-02-20,Line-B,22,Morning,MCH-09,OPR-015,Partial,2024,2,Feb,1,Tuesday,8
PRD-000702,FP-010,2024-04-07,Line-B,22,Night,MCH-12,OPR-041,Partial,2024,4,Apr,2,Sunday,14
PRD-000703,FP-003,2022-02-22,Line-D,25,Morning,MCH-02,OPR-027,Scrapped,2022,2,Feb,1,Tuesday,8
PRD-000704,FP-003,2024-09-10,Line-D,21,Morning,MCH-15,OPR-047,Completed,2024,9,Sep,3,Tuesday,37
PRD-000705,FP-003,2023-04-08,Line-D,19,Afternoon,MCH-07,OPR-009,Completed,2023,4,Apr,2,Saturday,14
PRD-000706,FP-003,2024-08-19,Line-A,16,Night,MCH-05,OPR-001,Completed,2024,8,Aug,3,Monday,34
PRD-000707,FP-009,2024-03-05,Line-A,3,Night,MCH-13,OPR-013,Scrapped,2024,3,Mar,1,Tuesday,10
PRD-000708,FP-008,2022-02-02,Line-D,14,Night,MCH-14,OPR-056,Completed,2022,2,Feb,1,Wednesday,5
PRD-000709,FP-007,2022-08-18,Line-A,17,Morning,MCH-01,OPR-048,Partial,2022,8,Aug,3,Thursday,33
PRD-000710,FP-010,2022-04-08,Line-C,13,Morning,MCH-09,OPR-051,Completed,2022,4,Apr,2,Friday,14
PRD-000711,FP-006,2024-12-27,Line-C,27,Morning,MCH-15,OPR-012,Completed,2024,12,Dec,4,Friday,52
PRD-000712,FP-001,2024-07-27,Line-C,28,Night,MCH-12,OPR-030,Scrapped,2024,7,Jul,3,Saturday,30
PRD-000713,FP-004,2024-06-15,Line-D,10,Night,MCH-06,OPR-023,Completed,2024,6,Jun,2,Saturday,24
PRD-000714,FP-004,2023-08-13,Line-C,24,Morning,MCH-06,OPR-008,Completed,2023,8,Aug,3,Sunday,32
PRD-000715,FP-010,2024-10-15,Line-B,13,Night,MCH-10,OPR-016,Scrapped,2024,10,Oct,4,Tuesday,42
PRD-000716,FP-005,2024-04-26,Line-C,14,Night,MCH-03,OPR-056,Completed,2024,4,Apr,2,Friday,17
PRD-000717,FP-001,2024-07-17,Line-C,8,Afternoon,MCH-13,OPR-043,Completed,2024,7,Jul,3,Wednesday,29
PRD-000718,FP-009,2023-03-30,Line-B,28,Morning,MCH-02,OPR-032,Completed,2023,3,Mar,1,Thursday,13
PRD-000719,FP-009,2022-05-23,Line-D,8,Night,MCH-01,OPR-039,Scrapped,2022,5,May,2,Monday,21
PRD-000720,FP-009,2024-08-16,Line-D,8,Night,MCH-04,OPR-014,Completed,2024,8,Aug,3,Friday,33
PRD-000721,FP-006,2024-12-22,Line-A,4,Morning,MCH-05,OPR-033,Completed,2024,12,Dec,4,Sunday,51
PRD-000722,FP-001,2023-12-02,Line-C,16,Night,MCH-15,OPR-037,Completed,2023,12,Dec,4,Saturday,48
PRD-000723,FP-005,2024-04-27,Line-C,24,Afternoon,MCH-15,OPR-057,Completed,2024,4,Apr,2,Saturday,17
PRD-000724,FP-010,2022-09-21,Line-A,29,Morning,MCH-10,OPR-021,Scrapped,2022,9,Sep,3,Wednesday,38
PRD-000725,FP-001,2022-11-25,Line-B,37,Morning,MCH-07,OPR-041,Completed,2022,11,Nov,4,Friday,47
PRD-000726,FP-001,2022-01-31,Line-B,22,Afternoon,MCH-13,OPR-031,Completed,2022,1,Jan,1,Monday,5
PRD-000727,FP-010,2022-11-24,Line-B,6,Afternoon,MCH-13,OPR-028,Completed,2022,11,Nov,4,Thursday,47
PRD-000728,FP-007,2024-11-25,Line-C,4,Night,MCH-07,OPR-004,Completed,2024,11,Nov,4,Monday,48
PRD-000729,FP-009,2022-11-28,Line-A,36,Afternoon,MCH-01,OPR-039,Completed,2022,11,Nov,4,Monday,48
PRD-000730,FP-010,2022-11-14,Line-A,27,Afternoon,MCH-12,OPR-039,Completed,2022,11,Nov,4,Monday,46
PRD-000731,FP-010,2023-07-12,Line-C,26,Morning,MCH-07,OPR-017,Scrapped,2023,7,Jul,3,Wednesday,28
PRD-000732,FP-004,2022-03-09,Line-D,13,Night,MCH-03,OPR-036,Scrapped,2022,3,Mar,1,Wednesday,10
PRD-000733,FP-005,2023-07-15,Line-D,2,Morning,MCH-10,OPR-005,Partial,2023,7,Jul,3,Saturday,28
PRD-000734,FP-004,2024-11-02,Line-D,40,Afternoon,MCH-10,OPR-043,Partial,2024,11,Nov,4,Saturday,44
PRD-000735,FP-006,2023-12-25,Line-A,39,Afternoon,MCH-05,OPR-042,Partial,2023,12,Dec,4,Monday,52
PRD-000736,FP-009,2023-06-09,Line-C,14,Afternoon,MCH-09,OPR-016,Completed,2023,6,Jun,2,Friday,23
PRD-000737,FP-006,2024-03-19,Line-C,25,Morning,MCH-09,OPR-031,Completed,2024,3,Mar,1,Tuesday,12
PRD-000738,FP-005,2022-05-08,Line-C,8,Night,MCH-06,OPR-048,Completed,2022,5,May,2,Sunday,18
PRD-000739,FP-003,2022-02-14,Line-C,3,Afternoon,MCH-10,OPR-025,Completed,2022,2,Feb,1,Monday,7
PRD-000740,FP-002,2023-10-28,Line-D,39,Night,MCH-07,OPR-003,Completed,2023,10,Oct,4,Saturday,43
PRD-000741,FP-003,2024-06-05,Line-B,10,Afternoon,MCH-02,OPR-032,Completed,2024,6,Jun,2,Wednesday,23
PRD-000742,FP-007,2023-08-15,Line-B,16,Morning,MCH-14,OPR-005,Completed,2023,8,Aug,3,Tuesday,33
PRD-000743,FP-001,2024-03-17,Line-D,28,Afternoon,MCH-15,OPR-021,Completed,2024,3,Mar,1,Sunday,11
PRD-000744,FP-004,2023-12-10,Line-A,28,Afternoon,MCH-12,OPR-018,Scrapped,2023,12,Dec,4,Sunday,49
PRD-000745,FP-006,2022-06-10,Line-D,20,Afternoon,MCH-06,OPR-018,Partial,2022,6,Jun,2,Friday,23
PRD-000746,FP-009,2023-03-19,Line-D,23,Afternoon,MCH-09,OPR-043,Completed,2023,3,Mar,1,Sunday,11
PRD-000747,FP-004,2022-12-11,Line-C,24,Morning,MCH-14,OPR-057,Scrapped,2022,12,Dec,4,Sunday,49
PRD-000748,FP-006,2023-04-29,Line-D,8,Morning,MCH-06,OPR-057,Completed,2023,4,Apr,2,Saturday,17
PRD-000749,FP-008,2024-04-24,Line-D,7,Night,MCH-07,OPR-021,Scrapped,2024,4,Apr,2,Wednesday,17
PRD-000750,FP-005,2023-11-19,Line-C,20,Night,MCH-08,OPR-054,Completed,2023,11,Nov,4,Sunday,46
PRD-000751,FP-009,2022-04-02,Line-C,24,Morning,MCH-04,OPR-047,Partial,2022,4,Apr,2,Saturday,13
PRD-000752,FP-008,2022-10-12,Line-C,35,Night,MCH-14,OPR-048,Scrapped,2022,10,Oct,4,Wednesday,41
PRD-000753,FP-008,2024-04-19,Line-A,22,Afternoon,MCH-07,OPR-009,Completed,2024,4,Apr,2,Friday,16
PRD-000754,FP-005,2023-03-20,Line-C,16,Morning,MCH-10,OPR-025,Completed,2023,3,Mar,1,Monday,12
PRD-000755,FP-001,2023-01-19,Line-C,7,Afternoon,MCH-06,OPR-029,Completed,2023,1,Jan,1,Thursday,3
PRD-000756,FP-008,2024-05-10,Line-B,4,Morning,MCH-07,OPR-006,Completed,2024,5,May,2,Friday,19
PRD-000757,FP-001,2023-07-12,Line-C,3,Afternoon,MCH-13,OPR-021,Completed,2023,7,Jul,3,Wednesday,28
PRD-000758,FP-004,2024-10-25,Line-D,5,Night,MCH-05,OPR-047,Completed,2024,10,Oct,4,Friday,43
PRD-000759,FP-004,2022-11-08,Line-B,36,Morning,MCH-14,OPR-008,Completed,2022,11,Nov,4,Tuesday,45
PRD-000760,FP-010,2023-11-07,Line-D,32,Afternoon,MCH-05,OPR-038,Completed,2023,11,Nov,4,Tuesday,45
PRD-000761,FP-002,2024-09-18,Line-A,9,Afternoon,MCH-15,OPR-056,Partial,2024,9,Sep,3,Wednesday,38
PRD-000762,FP-008,2022-11-19,Line-C,5,Afternoon,MCH-03,OPR-014,Completed,2022,11,Nov,4,Saturday,46
PRD-000763,FP-003,2022-03-23,Line-D,8,Afternoon,MCH-09,OPR-042,Completed,2022,3,Mar,1,Wednesday,12
PRD-000764,FP-008,2023-03-07,Line-C,5,Night,MCH-01,OPR-040,Completed,2023,3,Mar,1,Tuesday,10
PRD-000765,FP-006,2022-04-03,Line-D,25,Morning,MCH-12,OPR-007,Scrapped,2022,4,Apr,2,Sunday,13
PRD-000766,FP-003,2024-12-24,Line-A,20,Morning,MCH-03,OPR-043,Partial,2024,12,Dec,4,Tuesday,52
PRD-000767,FP-005,2022-10-10,Line-D,25,Night,MCH-06,OPR-021,Completed,2022,10,Oct,4,Monday,41
PRD-000768,FP-010,2023-07-10,Line-A,12,Morning,MCH-07,OPR-026,Scrapped,2023,7,Jul,3,Monday,28
PRD-000769,FP-004,2023-10-17,Line-A,6,Night,MCH-01,OPR-021,Partial,2023,10,Oct,4,Tuesday,42
PRD-000770,FP-009,2024-09-10,Line-D,7,Morning,MCH-02,OPR-060,Completed,2024,9,Sep,3,Tuesday,37
PRD-000771,FP-001,2022-10-06,Line-C,6,Morning,MCH-06,OPR-016,Scrapped,2022,10,Oct,4,Thursday,40
PRD-000772,FP-008,2024-05-09,Line-D,10,Morning,MCH-13,OPR-050,Completed,2024,5,May,2,Thursday,19
PRD-000773,FP-010,2022-08-08,Line-A,18,Night,MCH-12,OPR-053,Completed,2022,8,Aug,3,Monday,32
PRD-000774,FP-006,2024-05-03,Line-D,2,Night,MCH-05,OPR-057,Partial,2024,5,May,2,Friday,18
PRD-000775,FP-001,2024-10-28,Line-D,32,Night,MCH-05,OPR-046,Scrapped,2024,10,Oct,4,Monday,44
PRD-000776,FP-003,2024-11-10,Line-D,28,Afternoon,MCH-12,OPR-034,Completed,2024,11,Nov,4,Sunday,45
PRD-000777,FP-001,2022-04-09,Line-B,21,Night,MCH-03,OPR-021,Partial,2022,4,Apr,2,Saturday,14
PRD-000778,FP-007,2024-09-05,Line-C,21,Night,MCH-10,OPR-048,Scrapped,2024,9,Sep,3,Thursday,36
PRD-000779,FP-006,2022-01-08,Line-C,18,Afternoon,MCH-15,OPR-042,Partial,2022,1,Jan,1,Saturday,1
PRD-000780,FP-007,2024-01-13,Line-B,11,Night,MCH-15,OPR-060,Completed,2024,1,Jan,1,Saturday,2
PRD-000781,FP-008,2023-07-17,Line-B,12,Night,MCH-03,OPR-018,Completed,2023,7,Jul,3,Monday,29
PRD-000782,FP-008,2023-04-24,Line-D,22,Afternoon,MCH-15,OPR-034,Completed,2023,4,Apr,2,Monday,17
PRD-000783,FP-005,2023-12-03,Line-C,35,Night,MCH-10,OPR-030,Partial,2023,12,Dec,4,Sunday,48
PRD-000784,FP-010,2023-05-23,Line-D,29,Afternoon,MCH-03,OPR-022,Completed,2023,5,May,2,Tuesday,21
PRD-000785,FP-009,2022-07-09,Line-A,19,Night,MCH-15,OPR-003,Completed,2022,7,Jul,3,Saturday,27
PRD-000786,FP-003,2023-08-29,Line-B,23,Afternoon,MCH-15,OPR-007,Completed,2023,8,Aug,3,Tuesday,35
PRD-000787,FP-010,2022-01-09,Line-C,10,Morning,MCH-05,OPR-028,Completed,2022,1,Jan,1,Sunday,1
